wl,limlow,limhigh
482,12.810038846360339,8.261389527016687
483,13.704777962516115,8.351600955404725
484,14.611596229982613,8.483169526893713
485,15.528065008143448,8.653760383733232
486,16.452181698270252,8.859077980396677
487,17.38231004976986,9.093105949424402
488,18.31712018341867,9.348433632329902
489,19.255531329126754,9.616640688882924
490,20.196659278351913,9.888710016097553
491,21.139769730471954,10.155441622216859
492,22.084238072502576,10.407845132963542
493,23.029515658483664,10.637495007464198
494,23.97510232515434,10.83683908105635
495,24.92052466742436,10.99945674186043
496,25.865319474571496,11.120267247145774
497,26.809021672780492,11.195691115827138
498,27.751156112152074,11.223768225506884
499,28.69123256105058,11.204235454690746
500,29.628743315705368,11.138564850238533
501,30.56316288945452,11.029960861677196
502,31.493949307594608,10.883312709786168
503,32.42054659610989,10.70509600678218
504,33.342388112739975,10.503216865086504
505,34.25890042511754,10.286792403024329
506,35.169507492106966,10.065864122733734
507,36.07363495054276,9.85104520730831
508,36.97071435021994,9.65310913582738
509,37.86018721541044,9.482534518174148
510,38.741508841643096,9.349028677892715
511,39.614151762392474,9.261058942316645
512,40.477608842082496,9.225424453075282
513,41.33139596985648,9.246901452542355
514,42.17505434331515,9.327990864224878
515,43.00815234327476,9.46878878866759
516,43.83028700993512,9.666989331475326
517,44.64108513799261,9.918016662313384
518,45.44020401353252,10.215271345990324
519,46.22733181924521,10.550466591855669
520,47.00218773691028,10.91402437938608
521,47.764521777382946,11.295499899824236
522,48.514114368732834,11.684005085377326
523,49.250775732876676,12.068607256205679
524,49.97434508017018,12.438685864889152
525,50.68468965013525,12.784237704403989
526,51.381703624879904,13.096127725342404
527,52.06530693994089,13.366288070300131
528,52.73544401530808,13.587871719355235
529,53.39208242735274,13.755369189167133
530,54.03521154032263,13.864697184796782
531,54.66484111404105,13.913267226019816
532,55.28099990247336,13.90004035530716
533,55.88373425594625,13.825571373231588
534,56.473106738022274,13.692042908368773
535,57.04919476637611,13.503286271048465
536,57.61208928547682,13.264782735066305
537,58.1618934774833,12.983635951939194
538,58.69872151647131,12.66850400351493
539,59.222697369972444,12.329478576081208
540,59.73395365076913,11.97789935324937
541,60.23263052098778,11.62609438549801
542,60.718874649730594,11.287042144083793
543,61.192838224795054,10.973958143181997
544,61.65467801842704,10.699817921862348
545,62.104554506551246,10.476837826897683
546,62.54263104048023,10.315943995399902
547,62.96907306975806,10.226266527401176
548,63.38404741448781,10.214698483023737
549,63.7877215852632,10.285556959594821
550,64.18026314863535,10.440375883522158
551,64.56183913590247,10.67784810945301
552,64.93261549290999,10.993919719716686
553,65.29275656846842,11.382024407061103
554,65.64242463897011,11.83343289670488
555,65.98177946674123,12.337683416061168
556,66.31097788969544,12.883055265418536
557,66.63017343984271,13.457048584931824
558,66.93951598825772,14.04683858841118
559,67.23915141413534,14.639680434556432
560,67.529221295619,15.223249964956329
561,67.80986262012728,15.78591436234811
562,68.08120751196851,16.31693436107534
563,68.34338297508125,16.80660541415171
564,68.59651064880227,17.246349035032104
565,68.84070657460919,17.628767531869308
566,69.07608097184763,17.947675849782787
567,69.30273802049626,18.198123594710612
568,69.52077564906698,18.37641885644655
569,69.73028532578996,18.480163415617245
570,69.93135185124996,18.508306437382927
571,70.12405315069388,18.461220845881574
572,70.30846006423077,18.340803178594193
573,70.48463613318512,18.150593739168613
574,70.65263738085584,17.895909219680792
575,70.81251208595441,17.583974664227007
576,70.96430054698286,17.224035901769366
577,71.1080348358069,16.82742788652238
578,71.24373853866499,16.407569623808197
579,71.37142648282652,15.979853801265717
580,71.49110444708431,15.561400464205091
581,71.60276885422881,15.170650673050085
582,71.70640644361522,14.826789217669461
583,71.80199392186489,14.54900522566268
584,71.88949758971295,14.355624300406427
585,71.9688729429343,14.26317208128495
586,72.04006424522203,14.285451551402693
587,72.10300407082309,14.43272910432037
588,72.1576128146687,14.711122460122331
589,72.20379816765752,15.122265021100894
590,72.24145455469073,15.66328828583197
591,72.27046253298542,16.32712257837119
592,72.2906881481317,17.103075095482385
593,72.30198224532228,17.97761155310709
594,72.30417973313223,18.93524942158303
595,72.2970987972297,19.959468792676635
596,72.280540061402,21.03355924609645
597,72.25428569333184,22.141342849625097
598,72.21809845265325,23.267738856110174
599,72.17172067896381,24.399159659653964
600,72.11487321768566,25.523746727387532
601,72.0472542819731,26.63146803746013
602,71.96853824927715,27.714105133802946
603,71.87837439170379,28.765159373096434
604,71.77638554001312,29.779704830133667
605,71.66216668197032,30.754211161098123
606,71.53528349688492,31.686354737457044
607,71.39527082954224,32.57483142334893
608,71.2416311084476,33.41917999192619
609,71.0738327153828,34.21962159748932
610,70.89130831583245,34.976917984665704
611,70.69345316291393,35.69224915353946
612,70.47962339116589,36.36710988572754
613,70.24913432100543,37.003223731084574
614,70.00125879997644,37.602472626168186
615,69.73522561322419,38.166840151362024
616,69.45021800307774,38.69836644405661
617,69.14537234638358,39.199112902954255
618,68.81977704846773,39.67113499482511
619,68.47247172450297,40.11646167651205
620,68.10244675279306,40.53708014998753
621,67.70864330024506,40.9349248635436
622,67.2899539382356,41.311869850477
623,66.84522398728213,41.6697236546176
624,66.37325375149345,42.01022622904379
625,65.87280182861565,42.335047311135526
626,65.34258970843986,42.64578587546129
627,64.7813079010125,42.94397034792073
628,64.18762386584334,43.23105933227959
629,63.56019204314578,43.508442655816445
630,62.89766631662906,43.77744258618942
631,62.198715262528715,44.03931510852998
632,61.46204055869916,44.295251181669144
633,60.6863989372513,44.54637791652951
634,59.870628060048624,44.79375963915447
635,59.01367667289572,45.03839881643641
636,58.114639345167674,45.28123683506612
637,57.17279601945442,45.5231546341188
638,56.18765647251095,45.76497319949401
639,55.1590096158904,46.00745393446656
640,54.08697733410688,46.25129892521081
641,52.9720722633378,46.49715112351966
642,51.815258550692455,46.74559447125283
643,50.61801420381027,46.997153992439976
644,49.38239315058049,47.252295879551134
645,48.11108459592419,47.51142760031746
646,46.807466715108816,47.77489805070441
647,45.47565120239128,48.042997778294776
648,44.12051475520774,48.315959298460115
649,42.74771328547105,48.59395752338344
650,41.36367458738403,48.87711032126119
651,39.975565433869924,49.16547921996344
652,38.591229690861404,49.459070266089235
653,37.21909507811977,49.757835046826536
654,35.8680476780509,50.061671878357494
655,34.547275160912264,50.37042716081493
656,33.266081856540794,50.68389689607802
657,32.03368109796672,51.00182836106074
658,30.85897247649369,51.32392192564684
659,29.75031353390005,51.649833001155564
660,28.715296727614565,51.979174102216085
661,27.760543028674512,52.31151700223216
662,26.891523115587507,52.646394960303645
663,26.11241578119979,52.98330499553108
664,25.42601096548062,53.32171018310136
665,24.833661969438996,53.66104194545821
666,24.335288185265348,54.000702311170535
667,23.929426429839854,54.340066113833984
668,23.613326020840642,54.67848310344219
669,23.38308036065935,55.01527994313133
670,23.23378617776508,55.349762064964814
671,23.159720796049687,55.68121535947634
672,23.1545278332965,56.008907674952766
673,23.2114024569676,56.332090103886046
674,23.32326857781252,56.64999803558738
675,23.482941942355453,56.96185195559067
676,23.683274800797406,57.26685797415183
677,23.91727951008996,57.5642080677967
678,24.17822995545485,57.85308001947539
679,24.459740954548295,58.132637044413
680,24.75582680627701,58.40202709017783
681,25.060940855797497,58.66038180080101
682,25.36999838947334,58.90681513602215
683,25.678385386079476,59.140421637842564
684,25.98195567896939,59.36027433765656
685,26.27701897525779,59.565422298273816
686,26.56032197602914,59.7548877862519
687,26.829024583791615,59.92766307119533
688,27.0806729001564,60.08270685015208
689,27.313170430897376,60.21894029709246
690,27.524748643199203,60.335242739878346
691,27.713937771272207,60.4304469702854
692,27.879538547224637,60.50333419685142
693,28.02059534625726,60.5526286558561
694,28.1363710785359,60.5769919029971
695,28.22632403253122,60.5750168177807
696,28.290086773266083,60.54522136484059
697,28.327447120423223,60.48604217200801
698,28.338331172141874,60.395828004784356
699,28.32278829726997,60.27283324182121
700,28.280977988765294,60.11521148723424
