wl,lomandra1
513.5,7.586
513.69,7.6235
513.89,7.6625
514.09,7.6995
514.28,7.7415
514.48,7.788
514.68,7.827
514.87,7.876
515.07,7.926
515.27,7.9685
515.46,8.0145
515.66,8.062
515.85,8.107
516.05,8.1515
516.25,8.2
516.44,8.2465
516.64,8.292
516.84,8.338
517.03,8.385
517.23,8.426
517.42,8.4695
517.62,8.513
517.82,8.5445
518.01,8.5855
518.21,8.6265
518.4,8.6705
518.6,8.719
518.8,8.761
518.99,8.8015
519.19,8.8375
519.38,8.88
519.58,8.9195
519.78,8.961
519.97,9.0015
520.17,9.04
520.36,9.0835
520.56,9.1305
520.76,9.1755
520.95,9.2115
521.15,9.254
521.34,9.302
521.54,9.354
521.74,9.406
521.93,9.4565
522.13,9.508
522.32,9.5605
522.52,9.611
522.72,9.6735
522.91,9.73
523.11,9.781
523.3,9.841
523.5,9.907
523.7,9.9695
523.89,10.0285
524.09,10.088
524.28,10.147
524.48,10.208
524.67,10.2765
524.87,10.341
525.07,10.4055
525.26,10.475
525.46,10.5355
525.65,10.596
525.85,10.6555
526.04,10.707
526.24,10.7575
526.44,10.7995
526.63,10.8395
526.83,10.8765
527.02,10.907
527.22,10.9455
527.41,10.9785
527.61,11.0055
527.8,11.035
528,11.0665
528.2,11.099
528.39,11.1275
528.59,11.1495
528.78,11.1755
528.98,11.205
529.17,11.232
529.37,11.26
529.56,11.288
529.76,11.318
529.95,11.3515
530.15,11.3835
530.35,11.4155
530.54,11.4475
530.74,11.4745
530.93,11.5015
531.13,11.531
531.32,11.5595
531.52,11.5815
531.71,11.6055
531.91,11.6295
532.1,11.654
532.3,11.677
532.49,11.7025
532.69,11.726
532.88,11.7535
533.08,11.782
533.28,11.813
533.47,11.85
533.67,11.8835
533.86,11.9195
534.06,11.947
534.25,11.97
534.45,11.998
534.64,12.024
534.84,12.0465
535.03,12.075
535.23,12.095
535.42,12.1125
535.62,12.141
535.81,12.155
536.01,12.1715
536.2,12.1875
536.4,12.201
536.59,12.2195
536.79,12.235
536.98,12.2535
537.18,12.2695
537.37,12.291
537.57,12.3085
537.76,12.3245
537.96,12.342
538.15,12.3605
538.35,12.3775
538.54,12.398
538.74,12.4195
538.93,12.44
539.13,12.453
539.32,12.463
539.52,12.478
539.71,12.4825
539.91,12.4955
540.1,12.5045
540.3,12.5145
540.49,12.5245
540.69,12.5325
540.88,12.5415
541.07,12.55
541.27,12.558
541.46,12.569
541.66,12.5755
541.85,12.5825
542.05,12.5945
542.24,12.607
542.44,12.6135
542.63,12.6165
542.83,12.6245
543.02,12.629
543.22,12.633
543.41,12.6455
543.61,12.646
543.8,12.655
543.99,12.6595
544.19,12.6615
544.38,12.667
544.58,12.6685
544.77,12.6755
544.97,12.677
545.16,12.6815
545.36,12.6855
545.55,12.6915
545.75,12.698
545.94,12.7045
546.13,12.7155
546.33,12.725
546.52,12.735
546.72,12.7395
546.91,12.7435
547.11,12.7515
547.3,12.7585
547.49,12.7615
547.69,12.7795
547.88,12.7915
548.08,12.7975
548.27,12.807
548.47,12.8125
548.66,12.8255
548.86,12.841
549.05,12.85
549.24,12.8535
549.44,12.854
549.63,12.864
549.83,12.874
550.02,12.874
550.21,12.8725
550.41,12.879
550.6,12.892
550.8,12.896
550.99,12.9035
551.19,12.9065
551.38,12.9035
551.57,12.9075
551.77,12.9145
551.96,12.9135
552.16,12.917
552.35,12.9175
552.54,12.925
552.74,12.9285
552.93,12.929
553.13,12.934
553.32,12.936
553.51,12.9355
553.71,12.9405
553.9,12.9465
554.1,12.943
554.29,12.9425
554.48,12.943
554.68,12.9465
554.87,12.9385
555.07,12.9385
555.26,12.937
555.45,12.9415
555.65,12.928
555.84,12.9145
556.03,12.9095
556.23,12.9
556.42,12.8965
556.62,12.8805
556.81,12.866
557,12.86
557.2,12.855
557.39,12.8435
557.59,12.829
557.78,12.808
557.97,12.803
558.17,12.7915
558.36,12.779
558.55,12.758
558.75,12.751
558.94,12.7325
559.13,12.7285
559.33,12.719
559.52,12.7105
559.72,12.687
559.91,12.6815
560.1,12.665
560.3,12.6505
560.49,12.63
560.68,12.605
560.88,12.588
561.07,12.574
561.26,12.545
561.46,12.5275
561.65,12.4985
561.84,12.469
562.04,12.4565
562.23,12.43
562.42,12.4005
562.62,12.365
562.81,12.3465
563,12.3165
563.2,12.292
563.39,12.255
563.58,12.235
563.78,12.2065
563.97,12.1835
564.16,12.164
564.36,12.131
564.55,12.111
564.74,12.0865
564.94,12.062
565.13,12.0365
565.32,12.014
565.52,11.99
565.71,11.962
565.9,11.93
566.1,11.9085
566.29,11.8825
566.48,11.8475
566.68,11.812
566.87,11.7835
567.06,11.7505
567.26,11.714
567.45,11.6795
567.64,11.652
567.84,11.615
568.03,11.588
568.22,11.552
568.41,11.523
568.61,11.493
568.8,11.4545
568.99,11.421
569.19,11.394
569.38,11.3615
569.57,11.3325
569.77,11.304
569.96,11.261
570.15,11.222
570.34,11.191
570.54,11.158
570.73,11.1235
570.92,11.0945
571.12,11.0515
571.31,11.015
571.5,10.9715
571.69,10.937
571.89,10.8975
572.08,10.8615
572.27,10.8305
572.47,10.7905
572.66,10.7625
572.85,10.7365
573.04,10.705
573.24,10.681
573.43,10.649
573.62,10.6245
573.82,10.5955
574.01,10.561
574.2,10.5335
574.39,10.512
574.59,10.485
574.78,10.46
574.97,10.433
575.16,10.409
575.36,10.3865
575.55,10.3595
575.74,10.3365
575.93,10.312
576.13,10.289
576.32,10.258
576.51,10.2295
576.7,10.2145
576.9,10.186
577.09,10.152
577.28,10.1225
577.47,10.103
577.67,10.0775
577.86,10.0575
578.05,10.0425
578.24,10.011
578.44,9.9905
578.63,9.9535
578.82,9.9225
579.01,9.914
579.21,9.896
579.4,9.879
579.59,9.861
579.78,9.8455
579.98,9.8195
580.17,9.7965
580.36,9.7765
580.55,9.748
580.74,9.7155
580.94,9.7
581.13,9.674
581.32,9.656
581.51,9.6365
581.71,9.6265
581.9,9.615
582.09,9.5905
582.28,9.5765
582.47,9.559
582.67,9.533
582.86,9.5155
583.05,9.494
583.24,9.4715
583.43,9.452
583.63,9.437
583.82,9.417
584.01,9.392
584.2,9.3865
584.39,9.378
584.59,9.352
584.78,9.3365
584.97,9.322
585.16,9.311
585.35,9.2895
585.55,9.2725
585.74,9.2525
585.93,9.2255
586.12,9.2175
586.31,9.2125
586.51,9.206
586.7,9.196
586.89,9.1735
587.08,9.1705
587.27,9.1525
587.47,9.135
587.66,9.119
587.85,9.0985
588.04,9.0885
588.23,9.089
588.42,9.09
588.62,9.0815
588.81,9.0685
589,9.048
589.19,9.0385
589.38,9.0265
589.57,9.018
589.77,9.0055
589.96,8.9975
590.15,8.9885
590.34,8.9855
590.53,8.988
590.72,8.975
590.92,8.9765
591.11,8.973
591.3,8.969
591.49,8.9585
591.68,8.958
591.87,8.959
592.07,8.9455
592.26,8.93
592.45,8.9275
592.64,8.913
592.83,8.906
593.02,8.9
593.21,8.893
593.41,8.879
593.6,8.8665
593.79,8.866
593.98,8.8565
594.17,8.846
594.36,8.8465
594.55,8.8495
594.75,8.841
594.94,8.8305
595.13,8.8255
595.32,8.815
595.51,8.823
595.7,8.823
595.89,8.8105
596.08,8.792
596.28,8.784
596.47,8.784
596.66,8.777
596.85,8.775
597.04,8.7715
597.23,8.7675
597.42,8.755
597.61,8.7425
597.8,8.737
598,8.729
598.19,8.719
598.38,8.712
598.57,8.7105
598.76,8.7015
598.95,8.6975
599.14,8.6955
599.33,8.689
599.52,8.6795
599.72,8.668
599.91,8.666
600.1,8.6685
600.29,8.656
600.48,8.654
600.67,8.6475
600.86,8.6385
601.05,8.6335
601.24,8.6235
601.43,8.6225
601.62,8.616
601.82,8.6145
602.01,8.604
602.2,8.598
602.39,8.5795
602.58,8.5745
602.77,8.5595
602.96,8.556
603.15,8.5515
603.34,8.53
603.53,8.5315
603.72,8.5355
603.91,8.54
604.11,8.5285
604.3,8.5195
604.49,8.508
604.68,8.4995
604.87,8.4845
605.06,8.4755
605.25,8.471
605.44,8.4695
605.63,8.464
605.82,8.4515
606.01,8.444
606.2,8.43
606.39,8.417
606.58,8.405
606.77,8.387
606.96,8.369
607.15,8.354
607.35,8.343
607.54,8.336
607.73,8.324
607.92,8.311
608.11,8.3075
608.3,8.29
608.49,8.2805
608.68,8.262
608.87,8.246
609.06,8.243
609.25,8.227
609.44,8.2095
609.63,8.1945
609.82,8.1735
610.01,8.161
610.2,8.145
610.39,8.126
610.58,8.114
610.77,8.0955
610.96,8.0845
611.15,8.071
611.34,8.052
611.53,8.037
611.72,8.018
611.91,8.001
612.1,7.983
612.29,7.9765
612.48,7.969
612.67,7.96
612.86,7.948
613.05,7.9365
613.24,7.9215
613.43,7.909
613.62,7.9
613.81,7.8865
614,7.882
614.19,7.8715
614.38,7.8655
614.57,7.847
614.76,7.835
614.95,7.825
615.14,7.803
615.33,7.7915
615.52,7.7825
615.71,7.7625
615.9,7.74
616.09,7.734
616.28,7.726
616.47,7.7175
616.66,7.709
616.85,7.6935
617.04,7.678
617.23,7.674
617.42,7.6595
617.61,7.6495
617.8,7.638
617.99,7.634
618.18,7.629
618.37,7.6275
618.56,7.614
618.75,7.612
618.94,7.5965
619.13,7.583
619.32,7.57
619.51,7.5675
619.7,7.5685
619.89,7.5675
620.08,7.563
620.27,7.556
620.46,7.5485
620.65,7.547
620.84,7.536
621.03,7.5315
621.22,7.515
621.41,7.501
621.6,7.5005
621.79,7.4775
621.98,7.4805
622.16,7.4605
622.35,7.4625
622.54,7.463
622.73,7.46
622.92,7.4565
623.11,7.4415
623.3,7.433
623.49,7.4325
623.68,7.429
623.87,7.4215
624.06,7.419
624.25,7.4195
624.44,7.41
624.63,7.396
624.82,7.3995
625.01,7.3875
625.19,7.3865
625.38,7.394
625.57,7.384
625.76,7.38
625.95,7.3775
626.14,7.3605
626.33,7.3705
626.52,7.3635
626.71,7.3735
626.9,7.37
627.09,7.366
627.28,7.3635
627.46,7.356
627.65,7.3565
627.84,7.347
628.03,7.3325
628.22,7.325
628.41,7.3165
628.6,7.3085
628.79,7.3075
628.98,7.306
629.17,7.317
629.36,7.304
629.54,7.304
629.73,7.298
629.92,7.297
630.11,7.2935
630.3,7.2855
630.49,7.29
630.68,7.2935
630.87,7.2945
631.06,7.2935
631.24,7.2875
631.43,7.287
631.62,7.2825
631.81,7.2725
632,7.259
632.19,7.255
632.38,7.2645
632.57,7.265
632.76,7.266
632.94,7.263
633.13,7.248
633.32,7.2495
633.51,7.245
633.7,7.2375
633.89,7.2365
634.08,7.2125
634.26,7.199
634.45,7.189
634.64,7.1745
634.83,7.168
635.02,7.1585
635.21,7.154
635.4,7.136
635.58,7.13
635.77,7.129
635.96,7.133
636.15,7.124
636.34,7.1155
636.53,7.1085
636.72,7.1075
636.9,7.094
637.09,7.076
637.28,7.072
637.47,7.058
637.66,7.0605
637.85,7.0515
638.03,7.048
638.22,7.0295
638.41,7.0145
638.6,7.01
638.79,7.0045
638.98,6.996
639.16,6.9915
639.35,6.98
639.54,6.98
639.73,6.981
639.92,6.97
640.11,6.945
640.29,6.9225
640.48,6.913
640.67,6.8925
640.86,6.891
641.05,6.867
641.24,6.844
641.42,6.839
641.61,6.83
641.8,6.829
641.99,6.8155
642.18,6.7915
642.36,6.7835
642.55,6.7675
642.74,6.772
642.93,6.754
643.12,6.7605
643.3,6.7595
643.49,6.765
643.68,6.752
643.87,6.7425
644.06,6.727
644.24,6.718
644.43,6.705
644.62,6.6905
644.81,6.685
645,6.6725
645.18,6.6585
645.37,6.64
645.56,6.6295
645.75,6.615
645.94,6.596
646.12,6.5945
646.31,6.579
646.5,6.5685
646.69,6.5485
646.87,6.541
647.06,6.536
647.25,6.5115
647.44,6.4915
647.62,6.4835
647.81,6.4725
648,6.4635
648.19,6.4545
648.38,6.44
648.56,6.4295
648.75,6.4205
648.94,6.4215
649.13,6.411
649.31,6.392
649.5,6.3915
649.69,6.3975
649.88,6.386
650.06,6.3725
650.25,6.3625
650.44,6.332
650.63,6.3245
650.81,6.3
651,6.2885
651.19,6.2655
651.38,6.2485
651.56,6.2465
651.75,6.255
651.94,6.248
652.13,6.238
652.31,6.2245
652.5,6.228
652.69,6.227
652.88,6.2235
653.06,6.227
653.25,6.2215
653.44,6.2
653.62,6.202
653.81,6.178
654,6.1825
654.19,6.1705
654.37,6.161
654.56,6.142
654.75,6.145
654.93,6.14
655.12,6.128
655.31,6.1305
655.5,6.13
655.68,6.1225
655.87,6.104
656.06,6.1185
656.24,6.098
656.43,6.0875
656.62,6.088
656.81,6.0695
656.99,6.069
657.18,6.0575
657.37,6.0365
657.55,6.0275
657.74,6.043
657.93,6.032
658.11,6.0335
658.3,6.0275
658.49,6.0155
658.68,5.9915
658.86,5.9905
659.05,5.9915
659.24,5.969
659.42,5.958
659.61,5.945
659.8,5.948
659.98,5.9475
660.17,5.9515
660.36,5.9335
660.54,5.922
660.73,5.905
660.92,5.892
661.1,5.9025
661.29,5.8955
661.48,5.8955
661.66,5.8895
661.85,5.884
662.04,5.895
662.22,5.8895
662.41,5.878
662.6,5.875
662.78,5.875
662.97,5.86
663.16,5.855
663.34,5.857
663.53,5.8635
663.72,5.8365
663.9,5.86
664.09,5.866
664.28,5.847
664.46,5.85
664.65,5.842
664.84,5.8325
665.02,5.8435
665.21,5.845
665.4,5.825
665.58,5.8235
665.77,5.807
665.95,5.7865
666.14,5.787
666.33,5.8
666.51,5.7975
666.7,5.799
666.89,5.822
667.07,5.816
667.26,5.825
667.45,5.818
667.63,5.8055
667.82,5.7965
668,5.7975
668.19,5.798
668.38,5.7905
668.56,5.8055
668.75,5.797
668.93,5.786
669.12,5.782
669.31,5.771
669.49,5.7725
669.68,5.7675
669.87,5.756
670.05,5.754
670.24,5.76
670.42,5.7575
670.61,5.765
670.8,5.776
670.98,5.7685
671.17,5.7715
671.35,5.782
671.54,5.7695
671.73,5.763
671.91,5.789
672.1,5.8075
672.28,5.8295
672.47,5.8325
672.66,5.829
672.84,5.841
673.03,5.857
673.21,5.8705
673.4,5.885
673.58,5.8955
673.77,5.915
673.96,5.917
674.14,5.9275
674.33,5.92
674.51,5.9305
674.7,5.9515
674.88,5.9515
675.07,5.9525
675.26,5.969
675.44,5.9765
675.63,5.997
675.81,6.019
676,6.0465
676.18,6.04
676.37,6.054
676.56,6.0705
676.74,6.0815
676.93,6.0825
677.11,6.077
677.3,6.0845
677.48,6.092
677.67,6.11
677.85,6.101
678.04,6.1205
678.23,6.116
678.41,6.1035
678.6,6.1315
678.78,6.131
678.97,6.1485
679.15,6.1675
679.34,6.18
679.52,6.182
679.71,6.166
679.89,6.1675
680.08,6.1745
680.26,6.1885
680.45,6.2075
680.64,6.2035
680.82,6.232
681.01,6.2505
681.19,6.2795
681.38,6.2845
681.56,6.302
681.75,6.304
681.93,6.326
682.12,6.325
682.3,6.3225
682.49,6.3305
682.67,6.3485
682.86,6.3825
683.04,6.401
683.23,6.4065
683.41,6.4265
683.6,6.4395
683.78,6.464
683.97,6.4855
684.15,6.5035
684.34,6.523
684.52,6.5505
684.71,6.5835
684.89,6.6035
685.08,6.6365
685.26,6.661
685.45,6.7005
685.63,6.7425
685.82,6.795
686,6.8325
686.19,6.8555
686.37,6.881
686.56,6.904
686.74,6.921
686.93,6.9495
687.11,6.953
687.3,7.0005
687.48,7.0345
687.67,7.0825
687.85,7.1215
688.04,7.1495
688.22,7.189
688.41,7.201
688.59,7.2525
688.77,7.287
688.96,7.3295
689.14,7.364
689.33,7.405
689.51,7.451
689.7,7.482
689.88,7.533
690.07,7.5785
690.25,7.6415
690.44,7.678
690.62,7.7105
690.81,7.7585
690.99,7.8085
691.17,7.8515
691.36,7.905
691.54,7.9655
691.73,8.0385
691.91,8.1015
692.1,8.156
692.28,8.2215
692.47,8.309
692.65,8.3855
692.83,8.434
693.02,8.4955
693.2,8.5425
693.39,8.615
693.57,8.7095
693.76,8.792
693.94,8.897
694.12,8.9945
694.31,9.073
694.49,9.1685
694.68,9.2825
694.86,9.3825
695.05,9.4915
695.23,9.5975
695.41,9.7
695.6,9.82
695.78,9.942
695.97,10.0655
696.15,10.151
696.33,10.2685
696.52,10.377
696.7,10.4945
696.89,10.615
697.07,10.711
697.25,10.8375
697.44,10.9365
697.62,11.034
697.81,11.111
697.99,11.21
698.17,11.3275
698.36,11.439
698.54,11.528
698.73,11.6405
698.91,11.7275
699.09,11.81
699.28,11.8985
699.46,12.005
699.65,12.122
699.83,12.2095
700.01,12.299
700.2,12.3885
700.38,12.5025
700.56,12.6065
700.75,12.7455
700.93,12.8585
701.12,12.957
701.3,13.0675
701.48,13.1735
701.67,13.2705
701.85,13.394
702.03,13.5145
702.22,13.633
702.4,13.7615
702.59,13.892
702.77,14.0265
702.95,14.1975
703.14,14.3415
703.32,14.5245
703.5,14.7
703.69,14.8925
703.87,15.0765
704.05,15.2855
704.24,15.466
704.42,15.671
704.6,15.8845
704.79,16.0655
704.97,16.2735
705.15,16.4955
705.34,16.7215
705.52,16.9115
705.7,17.1075
705.89,17.2955
706.07,17.4755
706.25,17.6375
706.44,17.845
706.62,18.037
706.8,18.2465
706.99,18.4315
707.17,18.63
707.35,18.8265
707.54,18.997
707.72,19.1815
707.9,19.365
708.09,19.547
708.27,19.672
708.45,19.8185
708.64,20.018
708.82,20.1785
709,20.339
709.19,20.5235
709.37,20.692
709.55,20.855
709.74,21.0155
709.92,21.178
710.1,21.357
710.28,21.5225
710.47,21.6725
710.65,21.837
710.83,21.9855
711.02,22.165
711.2,22.3515
711.38,22.493
711.57,22.672
711.75,22.8595
711.93,23.007
712.11,23.185
712.3,23.3775
712.48,23.5485
712.66,23.708
712.85,23.862
713.03,24.045
713.21,24.2055
713.39,24.3805
713.58,24.547
713.76,24.701
713.94,24.879
714.13,25.044
714.31,25.1885
714.49,25.3665
714.67,25.495
714.86,25.655
715.04,25.808
715.22,26.001
715.4,26.1545
715.59,26.316
715.77,26.482
715.95,26.655
716.13,26.7705
716.32,26.9365
716.5,27.11
716.68,27.285
716.86,27.4405
717.05,27.6385
717.23,27.8215
717.41,27.9955
717.59,28.148
717.78,28.354
717.96,28.524
718.14,28.731
718.32,28.898
718.51,29.0745
718.69,29.2225
718.87,29.4295
719.05,29.592
719.24,29.7815
719.42,29.9185
719.6,30.0895
719.78,30.283
719.96,30.49
720.15,30.694
720.33,30.897
720.51,31.0775
720.69,31.2805
720.88,31.4735
721.06,31.7015
721.24,31.931
721.42,32.1445
721.6,32.349
721.79,32.554
721.97,32.724
722.15,32.969
722.33,33.1695
722.51,33.3875
722.7,33.5375
722.88,33.718
723.06,33.9315
723.24,34.139
723.42,34.338
723.61,34.578
723.79,34.774
723.97,34.9715
724.15,35.1525
724.33,35.342
724.52,35.491
724.7,35.6975
724.88,35.855
725.06,36.045
725.24,36.1725
725.43,36.3505
725.61,36.5105
725.79,36.6895
725.97,36.862
726.15,37.0085
726.33,37.163
726.52,37.3665
726.7,37.5225
726.88,37.706
727.06,37.8885
727.24,38.0005
727.43,38.15
727.61,38.306
727.79,38.457
727.97,38.6375
728.15,38.771
728.33,38.9335
728.51,39.092
728.7,39.2455
728.88,39.3905
729.06,39.537
729.24,39.6915
729.42,39.85
729.6,39.9665
729.79,40.102
729.97,40.1975
730.15,40.377
730.33,40.566
730.51,40.716
730.69,40.8535
730.87,40.9455
731.06,41.0635
731.24,41.173
731.42,41.265
731.6,41.369
731.78,41.5045
731.96,41.633
732.14,41.753
732.32,41.883
732.51,42.0245
732.69,42.179
732.87,42.304
733.05,42.4095
733.23,42.5365
733.41,42.647
733.59,42.792
733.77,42.933
733.96,43.0135
734.14,43.1395
734.32,43.2995
734.5,43.4065
734.68,43.561
734.86,43.668
735.04,43.7765
735.22,43.8725
735.4,43.955
735.59,44.1035
735.77,44.1975
735.95,44.3045
736.13,44.395
736.31,44.518
736.49,44.619
736.67,44.717
736.85,44.845
737.03,44.9495
737.21,45.0975
737.39,45.2345
737.58,45.325
737.76,45.388
737.94,45.4585
738.12,45.5325
738.3,45.6875
738.48,45.822
738.66,45.9375
738.84,46.0845
739.02,46.209
739.2,46.257
739.38,46.361
739.56,46.411
739.74,46.5105
739.93,46.553
740.11,46.6425
740.29,46.7335
740.47,46.8455
740.65,46.9255
740.83,47.003
741.01,47.14
741.19,47.2015
741.37,47.295
741.55,47.3665
741.73,47.388
741.91,47.4375
742.09,47.48
742.27,47.5435
742.45,47.594
742.63,47.702
742.81,47.764
742.99,47.8055
743.17,47.8795
743.35,47.9375
743.54,48.027
743.72,48.07
743.9,48.165
744.08,48.279
744.26,48.3055
744.44,48.393
744.62,48.4275
744.8,48.5215
744.98,48.5535
745.16,48.6125
745.34,48.707
745.52,48.7905
745.7,48.799
745.88,48.8155
746.06,48.8105
746.24,48.8235
746.42,48.9105
746.6,49.005
746.78,49.0305
746.96,49.1265
747.14,49.127
747.32,49.1975
747.5,49.2015
747.68,49.2085
747.86,49.24
748.04,49.253
748.22,49.339
748.4,49.3135
748.58,49.343
748.76,49.332
748.94,49.3675
749.12,49.4475
749.3,49.516
749.48,49.584
749.66,49.6275
749.84,49.645
750.02,49.6575
750.2,49.663
750.38,49.7035
750.56,49.713
750.74,49.734
750.92,49.781
751.1,49.7745
751.28,49.793
751.46,49.7775
751.64,49.772
751.82,49.786
752,49.777
752.18,49.76
752.35,49.8505
752.53,49.871
752.71,49.9265
752.89,49.9335
753.07,50
753.25,49.981
753.43,50.0895
753.61,50.1295
753.79,50.091
753.97,50.1285
754.15,50.141
754.33,50.0985
754.51,50.144
754.69,50.1615
754.87,50.219
755.05,50.2685
755.23,50.2495
755.41,50.2495
755.59,50.248
755.77,50.2495
755.94,50.2695
756.12,50.283
756.3,50.2925
756.48,50.2645
756.66,50.257
756.84,50.2415
757.02,50.231
757.2,50.2615
757.38,50.29
757.56,50.34
757.74,50.3815
757.92,50.4465
758.1,50.4555
758.27,50.435
758.45,50.4905
758.63,50.4405
758.81,50.412
758.99,50.4525
759.17,50.4185
759.35,50.4615
759.53,50.488
759.71,50.458
759.89,50.457
760.07,50.3765
760.24,50.3605
760.42,50.3695
760.6,50.391
760.78,50.344
760.96,50.3345
761.14,50.329
761.32,50.3315
761.5,50.323
761.68,50.3465
761.85,50.407
762.03,50.409
762.21,50.35
762.39,50.3505
762.57,50.329
762.75,50.3295
762.93,50.288
763.11,50.321
763.28,50.332
763.46,50.3565
763.64,50.3015
763.82,50.32
764,50.3345
764.18,50.339
764.36,50.404
764.54,50.4185
764.71,50.365
764.89,50.373
765.07,50.3715
765.25,50.338
765.43,50.306
765.61,50.2945
765.79,50.2415
765.96,50.3
766.14,50.319
766.32,50.2845
766.5,50.2935
766.68,50.247
766.86,50.2395
767.03,50.2365
767.21,50.235
767.39,50.2855
767.57,50.33
767.75,50.365
767.93,50.367
768.1,50.3985
768.28,50.389
768.46,50.394
768.64,50.374
768.82,50.4215
769,50.4045
769.17,50.365
769.35,50.351
769.53,50.3835
769.71,50.3605
769.89,50.3965
770.06,50.4635
770.24,50.5055
770.42,50.4705
770.6,50.414
770.78,50.409
770.96,50.4565
771.13,50.4225
771.31,50.3885
771.49,50.3405
771.67,50.279
771.85,50.2985
772.02,50.3745
772.2,50.321
772.38,50.228
772.56,50.236
772.74,50.3095
772.91,50.3525
773.09,50.405
773.27,50.362
773.45,50.363
773.62,50.401
773.8,50.3835
773.98,50.463
774.16,50.526
774.34,50.541
774.51,50.53
774.69,50.526
774.87,50.5
775.05,50.4325
775.22,50.4405
775.4,50.448
775.58,50.4155
775.76,50.3935
775.94,50.451
776.11,50.3835
776.29,50.44
776.47,50.423
776.65,50.321
776.82,50.3545
777,50.4265
777.18,50.432
777.36,50.4015
777.53,50.412
777.71,50.434
777.89,50.482
778.07,50.4675
778.24,50.5345
778.42,50.54
778.6,50.57
778.78,50.6345
778.95,50.5465
779.13,50.5125
779.31,50.41
779.48,50.4605
779.66,50.5275
779.84,50.5465
780.02,50.534
780.19,50.4945
780.37,50.495
780.55,50.4645
780.73,50.513
780.9,50.517
781.08,50.498
781.26,50.4495
781.43,50.3985
781.61,50.3925
781.79,50.428
781.97,50.3895
782.14,50.3085
782.32,50.2625
782.5,50.273
782.67,50.2825
782.85,50.3985
783.03,50.54
783.21,50.52
783.38,50.5975
783.56,50.5465
783.74,50.503
783.91,50.5985
784.09,50.5875
784.27,50.4755
784.44,50.4605
784.62,50.451
784.8,50.5105
784.97,50.4785
785.15,50.5035
785.33,50.467
785.51,50.3825
785.68,50.4465
785.86,50.263
786.04,50.2565
786.21,50.2945
786.39,50.2075
786.57,50.3345
786.74,50.3105
786.92,50.347
787.1,50.3285
787.27,50.3125
787.45,50.3275
787.63,50.3225
787.8,50.313
787.98,50.3015
788.16,50.2265
788.33,50.2105
788.51,50.2795
788.69,50.2485
788.86,50.2505
789.04,50.2975
789.21,50.2625
789.39,50.297
789.57,50.3595
789.74,50.3595
789.92,50.299
790.1,50.2645
790.27,50.1705
790.45,50.2095
790.63,50.1885
790.8,50.2275
790.98,50.294
791.16,50.197
791.33,50.154
791.51,50.2035
791.68,50.2245
791.86,50.3515
792.04,50.2265
792.21,50.234
792.39,50.2555
792.57,50.348
792.74,50.3835
792.92,50.3595
793.09,50.5095
793.27,50.5105
793.45,50.551
793.62,50.569
793.8,50.5215
793.97,50.516
794.15,50.454
794.33,50.4915
794.5,50.441
794.68,50.474
794.85,50.4475
795.03,50.491
795.21,50.4025
795.38,50.496
795.56,50.577
795.73,50.5525
795.91,50.532
796.09,50.477
796.26,50.4125
796.44,50.412
796.61,50.504
796.79,50.54
796.97,50.5295
797.14,50.625
797.32,50.6475
797.49,50.729
797.67,50.61
797.84,50.5855
798.02,50.569
798.2,50.522
798.37,50.598
798.55,50.6165
798.72,50.694
798.9,50.6915
799.07,50.4855
799.25,50.4795
799.42,50.428
799.6,50.342
799.78,50.323
799.95,50.305
800.13,50.3255
800.3,50.357
800.48,50.346
800.65,50.3885
800.83,50.3775
801,50.3775
801.18,50.3905
801.36,50.452
801.53,50.4715
801.71,50.562
801.88,50.521
802.06,50.4385
802.23,50.4165
802.41,50.477
802.58,50.42
802.76,50.3215
802.93,50.296
803.11,50.2965
803.28,50.2695
803.46,50.3795
803.63,50.3105
803.81,50.245
803.98,50.1725
804.16,50.2155
804.34,49.9825
804.51,50.007
804.69,50.0925
804.86,50.078
805.04,50.1865
805.21,50.277
805.39,50.35
805.56,50.364
805.74,50.353
805.91,50.298
806.09,50.3065
806.26,50.4385
806.44,50.449
806.61,50.6095
806.79,50.73
806.96,50.6715
807.14,50.7585
807.31,50.771
807.49,50.8065
807.66,50.782
807.83,50.768
808.01,50.903
808.18,50.926
808.36,50.8785
808.53,50.8255
808.71,50.7435
808.88,50.7355
809.06,50.7635
809.23,50.755
809.41,50.7765
809.58,50.77
809.76,50.881
809.93,50.9535
810.11,50.9445
810.28,51.01
810.46,51.019
810.63,50.902
810.8,51.0235
810.98,51.0695
811.15,51.0215
811.33,50.913
811.5,51.1425
811.68,51.043
811.85,50.9065
812.03,51.022
812.2,50.9195
812.38,50.933
812.55,50.833
812.72,50.8855
812.9,50.9875
813.07,50.9125
813.25,50.893
813.42,50.8125
813.6,50.831
813.77,50.8995
813.94,50.823
814.12,50.8665
814.29,50.758
814.47,50.857
814.64,50.8775
814.82,50.949
814.99,50.915
815.16,50.9795
815.34,50.9445
815.51,51.061
815.69,51.0395
815.86,51.0705
816.03,50.936
816.21,50.906
816.38,51.0685
816.56,51.1315
816.73,51.2385
816.9,51.343
817.08,51.4015
817.25,51.418
817.43,51.4335
817.6,51.506
817.77,51.566
817.95,51.569
818.12,51.4775
818.3,51.5705
818.47,51.6315
818.64,51.5985
818.82,51.692
818.99,51.607
819.17,51.641
819.34,51.5905
819.51,51.4605
