avg.uv.u	avg.uv.s	avg.uv.m	avg.uv.l	BT.u	BT.s	BT.m	BT.l	star.u	star.s	star.m	star.l	avg.v.v	avg.v.s	avg.v.m	avg.v.l	pfowl.v	pfowl.s	pfowl.m	pfowl.l
0	0.00000019	0.00039197	0.01591401	2.21E-36	2.56E-09	0.000419477	0.014349372	3.97E-12	3.42E-07	0.0003827	0.014405573	0	0.00000084	0.00045307	0.01520232	2.23E-05	0.000130516	0.00017974	0.013906426
0	0.00000017	0.0003609	0.01568889	1.40E-36	2.08E-09	0.00038408	0.014060166	3.67E-12	3.15E-07	0.000353029	0.014142259	0	0.00000078	0.00041778	0.0149705	2.16E-05	0.000124321	0.000164678	0.013259957
0	0.00000016	0.00033225	0.01544703	8.86E-37	1.68E-09	0.000351413	0.013719578	3.39E-12	2.90E-07	0.000325664	0.013825304	0	0.00000072	0.00038516	0.01472491	2.10E-05	0.000118368	0.000150886	0.012604211
0	0.00000015	0.00030583	0.0151898	5.60E-37	1.36E-09	0.000321035	0.013414955	3.14E-12	2.68E-07	0.00030053	0.013546444	0	0.00000066	0.00035501	0.01446671	2.03E-05	0.000112694	0.000138306	0.01196998
0	0.00000014	0.00028149	0.01491855	3.54E-37	1.10E-09	0.000293087	0.013063879	2.90E-12	2.47E-07	0.000277406	0.013218735	0	0.00000061	0.00032716	0.01419707	1.97E-05	0.000107238	0.000126783	0.011333722
0	0.00000013	0.00025907	0.0146346	2.23E-37	8.84E-10	0.000267227	0.012742993	2.68E-12	2.28E-07	0.000256022	0.012918164	0	0.00000056	0.00030145	0.01391713	1.91E-05	0.000102003	0.000116175	0.010717537
0	0.00000012	0.00023842	0.01433923	1.41E-37	7.11E-10	0.000243395	0.01238589	2.48E-12	2.10E-07	0.000236391	0.012579228	0	0.00000052	0.00027771	0.01362797	1.86E-05	9.70E-05	0.000106526	0.010111157
0	0.00000011	0.0002194	0.01403369	8.85E-38	5.71E-10	0.000221389	0.0120561	2.30E-12	1.94E-07	0.000218192	0.012266639	0	0.00000048	0.00025581	0.01333068	1.80E-05	9.22E-05	9.77E-05	0.009529033
0	0.0000001	0.0002019	0.0137192	5.56E-38	4.58E-10	0.000201224	0.011698053	2.12E-12	1.79E-07	0.000201406	0.011919448	0	0.00000044	0.00023562	0.01302628	1.75E-05	8.77E-05	8.96E-05	0.008961305
0	0.00000009	0.00018579	0.01339693	3.49E-38	3.67E-10	0.000182657	0.011360959	1.96E-12	1.65E-07	0.000185739	0.011581895	0	0.00000041	0.000217	0.01271576	1.70E-05	8.33E-05	8.22E-05	0.008416998
0	0.00000009	0.00017096	0.013068	2.19E-38	2.93E-10	0.000165681	0.011004485	1.82E-12	1.52E-07	0.000171427	0.011229055	0	0.00000038	0.00019983	0.01240009	1.65E-05	7.91E-05	7.54E-05	0.007887342
0	0.00000008	0.00015732	0.01273351	1.37E-38	2.34E-10	0.000150094	0.010668066	1.68E-12	1.40E-07	0.000158204	0.010896282	0	0.00000035	0.00018402	0.01208019	1.60E-05	7.50E-05	6.92E-05	0.007383815
0	0.00000007	0.00014477	0.01239448	8.58E-39	1.86E-10	0.000135857	0.010315923	1.55E-12	1.29E-07	0.000146021	0.010543843	0	0.00000032	0.00016945	0.01175694	1.56E-05	7.12E-05	6.35E-05	0.006902015
0	0.00000007	0.00013323	0.01205192	5.36E-39	1.48E-10	0.000122798	0.009980295	1.44E-12	1.19E-07	0.000134723	0.010204486	0	0.0000003	0.00015603	0.01143117	1.51E-05	6.75E-05	5.83E-05	0.006443591
0	0.00000006	0.00012261	0.01170677	3.35E-39	1.18E-10	0.000110911	0.009631811	1.33E-12	1.10E-07	0.000124327	0.00985011	0	0.00000027	0.00014367	0.0111037	1.47E-05	6.40E-05	5.35E-05	0.006004583
0	0.00000006	0.00011284	0.01135994	2.09E-39	9.34E-11	0.000100038	0.009299643	1.23E-12	1.01E-07	0.000114745	0.009514191	0	0.00000025	0.00013229	0.01077529	1.42E-05	6.07E-05	4.91E-05	0.005591781
0	0.00000005	0.00010386	0.01101229	1.30E-39	7.40E-11	9.02E-05	0.008961187	1.14E-12	9.35E-08	0.000105924	0.009169102	0	0.00000023	0.00012181	0.01044666	1.38E-05	5.75E-05	4.51E-05	0.005198676
0	0.00000005	0.00009561	0.01066462	8.09E-40	5.85E-11	8.12E-05	0.008638005	1.05E-12	8.63E-08	9.77E-05	0.008838368	0	0.00000022	0.00011216	0.0101185	1.34E-05	5.44E-05	4.14E-05	0.004828965
0	0.00000005	0.00008801	0.01031771	5.03E-40	4.61E-11	7.30E-05	0.008309036	9.75E-13	7.96E-08	9.03E-05	0.008503133	0	0.0000002	0.00010329	0.00979146	1.31E-05	5.15E-05	3.80E-05	0.004481221
0	0.00000004	0.00008103	0.00997228	3.12E-40	3.64E-11	6.56E-05	0.007993381	9.03E-13	7.35E-08	8.34E-05	0.008186169	0	0.00000019	0.00009512	0.00946617	1.27E-05	4.87E-05	3.49E-05	0.00415399
0	0.00000004	0.00007461	0.00962901	1.93E-40	2.86E-11	5.88E-05	0.007676976	8.36E-13	6.79E-08	7.71E-05	0.00786987	0	0.00000017	0.0000876	0.00914318	1.23E-05	4.61E-05	3.21E-05	0.003845133
0	0.00000004	0.0000687	0.00928854	1.20E-40	2.24E-11	5.27E-05	0.00737316	7.75E-13	6.27E-08	7.12E-05	0.007562783	0	0.00000016	0.00008068	0.00882305	1.20E-05	4.35E-05	2.95E-05	0.003558365
0	0.00000003	0.00006327	0.00895147	7.40E-41	1.76E-11	4.72E-05	0.007069378	7.18E-13	5.80E-08	6.59E-05	0.007258671	0	0.00000015	0.00007431	0.0085063	1.16E-05	4.11E-05	2.71E-05	0.00328933
0	0.00000003	0.00005828	0.00861836	4.57E-41	1.38E-11	4.22E-05	0.006778783	6.65E-13	5.36E-08	6.09E-05	0.006965595	0	0.00000014	0.00006845	0.00819338	1.13E-05	3.89E-05	2.49E-05	0.003039378
0	0.00000003	0.00005369	0.00828972	2.82E-41	1.08E-11	3.77E-05	0.006489484	6.17E-13	4.96E-08	5.63E-05	0.006674893	0	0.00000013	0.00006306	0.00788475	1.10E-05	3.67E-05	2.29E-05	0.002806609
0	0.00000003	0.00004946	0.00796604	1.74E-41	8.39E-12	3.36E-05	0.0062138	5.72E-13	4.58E-08	5.21E-05	0.006396863	0	0.00000012	0.0000581	0.00758081	1.07E-05	3.46E-05	2.11E-05	0.002589401
0	0.00000003	0.00004558	0.00764775	1.07E-41	6.53E-12	3.00E-05	0.005939816	5.30E-13	4.24E-08	4.82E-05	0.006116835	0	0.00000011	0.00005354	0.00728194	1.04E-05	3.27E-05	1.94E-05	0.002386941
0	0.00000002	0.000042	0.00733526	6.58E-42	5.08E-12	2.67E-05	0.005678172	4.92E-13	3.92E-08	4.46E-05	0.005850506	0	0.0000001	0.00004934	0.0069885	1.01E-05	3.08E-05	1.78E-05	0.002200099
0	0.00000002	0.00003872	0.00702895	4.04E-42	3.94E-12	2.37E-05	0.005418187	4.56E-13	3.62E-08	4.12E-05	0.005584066	0	0.00000009	0.00004547	0.0067008	9.81E-06	2.91E-05	1.64E-05	0.002026916
0	0.00000002	0.00003569	0.00672913	2.48E-42	3.05E-12	2.11E-05	0.005170356	4.23E-13	3.35E-08	3.81E-05	0.005329129	0	0.00000009	0.00004192	0.00641913	9.54E-06	2.74E-05	1.51E-05	0.001865718
0	0.00000002	0.00003291	0.00643612	1.52E-42	2.36E-12	1.87E-05	0.004925636	3.92E-13	3.10E-08	3.53E-05	0.005075311	0	0.00000008	0.00003864	0.00614375	9.27E-06	2.58E-05	1.39E-05	0.00171716
0	0.00000002	0.00003035	0.00615018	9.30E-43	1.82E-12	1.66E-05	0.004693541	3.63E-13	2.86E-08	3.26E-05	0.00483425	0	0.00000007	0.00003563	0.00587489	9.02E-06	2.43E-05	1.28E-05	0.001580566
0	0.00000002	0.00002799	0.00587154	5.69E-43	1.41E-12	1.47E-05	0.004465346	3.37E-13	2.65E-08	3.02E-05	0.004598657	0	0.00000007	0.00003286	0.00561276	8.77E-06	2.29E-05	1.18E-05	0.00145413
0	0.00000002	0.00002582	0.00560041	3.47E-43	1.08E-12	1.30E-05	0.004248185	3.12E-13	2.45E-08	2.79E-05	0.004370318	0	0.00000006	0.00003031	0.00535754	8.53E-06	2.16E-05	1.09E-05	0.001337635
0	0.00000001	0.00002382	0.00533695	2.12E-43	8.33E-13	1.15E-05	0.004034783	2.89E-13	2.26E-08	2.58E-05	0.004148004	0	0.00000006	0.00002796	0.00510938	8.30E-06	2.03E-05	1.00E-05	0.00122994
0	0.00000001	0.00002198	0.0050813	1.29E-43	6.39E-13	1.01E-05	0.003831921	2.68E-13	2.09E-08	2.39E-05	0.003936516	0	0.00000006	0.00002579	0.00486841	8.07E-06	1.91E-05	9.22E-06	0.001130626
0	0.00000001	0.00002029	0.00483359	7.86E-44	4.89E-13	8.91E-06	0.0036337	2.49E-13	1.94E-08	2.21E-05	0.003729558	0	0.00000005	0.0000238	0.00463472	7.85E-06	1.80E-05	8.50E-06	0.001038871
0	0.00000001	0.00001873	0.00459388	4.78E-44	3.74E-13	7.85E-06	0.003445236	2.31E-13	1.79E-08	2.04E-05	0.003534103	0	0.00000005	0.00002196	0.00440841	7.64E-06	1.69E-05	7.83E-06	0.000954851
0	0.00000001	0.0000173	0.00436224	2.90E-44	2.86E-13	6.90E-06	0.003261152	2.14E-13	1.66E-08	1.89E-05	0.003343795	0	0.00000004	0.00002027	0.00418951	7.44E-06	1.59E-05	7.23E-06	0.000877769
0	0.00000001	0.00001597	0.00413869	1.76E-44	2.18E-13	6.06E-06	0.003085981	1.99E-13	1.53E-08	1.75E-05	0.003163567	0	0.00000004	0.00001872	0.00397807	7.24E-06	1.50E-05	6.67E-06	0.000806606
0	0.00000001	0.00001475	0.00392324	1.07E-44	1.66E-13	5.32E-06	0.002916927	1.85E-13	1.42E-08	1.63E-05	0.002990825	0	0.00000004	0.00001728	0.0037741	7.05E-06	1.41E-05	6.15E-06	0.000741039
0	0.00000001	0.00001363	0.00371587	6.46E-45	1.26E-13	4.66E-06	0.002756435	1.72E-13	1.32E-08	1.51E-05	0.002826586	0	0.00000004	0.00001596	0.00357757	6.86E-06	1.32E-05	5.68E-06	0.000680868
0	0.00000001	0.00001259	0.00351653	3.90E-45	9.54E-14	4.08E-06	0.002600523	1.60E-13	1.22E-08	1.40E-05	0.002665775	0	0.00000003	0.00001474	0.00338847	6.68E-06	1.24E-05	5.24E-06	0.000625596
0	0.00000001	0.00001164	0.00332516	2.36E-45	7.22E-14	3.56E-06	0.002453016	1.48E-13	1.13E-08	1.29E-05	0.002513473	0	0.00000003	0.00001362	0.00320673	6.50E-06	1.17E-05	4.84E-06	0.000574597
0	0.00000001	0.00001076	0.00314168	1.42E-45	5.45E-14	3.11E-06	0.00231034	1.38E-13	1.05E-08	1.20E-05	0.002367125	0	0.00000003	0.00001259	0.0030323	6.33E-06	1.10E-05	4.47E-06	0.000527752
0	0.00000001	0.00000995	0.00296599	8.57E-46	4.11E-14	2.71E-06	0.002175355	1.28E-13	9.70E-09	1.11E-05	0.002227348	0	0.00000003	0.00001163	0.00286508	6.16E-06	1.03E-05	4.13E-06	0.000484572
0	0.00000001	0.0000092	0.00279795	5.16E-46	3.10E-14	2.36E-06	0.002045509	1.19E-13	8.98E-09	1.03E-05	0.00209274	0	0.00000003	0.00001075	0.00270498	6.00E-06	9.67E-06	3.81E-06	0.000444731
0	0.00000001	0.00000851	0.00263743	3.10E-46	2.33E-14	2.05E-06	0.001922967	1.10E-13	8.33E-09	9.53E-06	0.00196621	0	0.00000002	0.00000994	0.00255186	5.84E-06	9.08E-06	3.52E-06	0.000408428
0	0.00000001	0.00000787	0.00248428	1.86E-46	1.75E-14	1.79E-06	0.001805226	1.03E-13	7.72E-09	8.84E-06	0.001845285	0	0.00000002	0.00000919	0.00240562	5.68E-06	8.52E-06	3.25E-06	0.000375018
0	0	0.00000728	0.00233833	1.12E-46	1.31E-14	1.55E-06	0.001694492	9.53E-14	7.15E-09	8.20E-06	0.001730791	0	0.00000002	0.0000085	0.00226609	5.53E-06	7.99E-06	3.00E-06	0.000344283
0	0	0.00000674	0.00219941	6.69E-47	9.80E-15	1.34E-06	0.001588975	8.86E-14	6.63E-09	7.60E-06	0.001621418	0	0.00000002	0.00000787	0.00213312	5.39E-06	7.50E-06	2.78E-06	0.000316358
0	0	0.00000624	0.00206733	4.01E-47	7.32E-15	1.16E-06	0.001488846	8.23E-14	6.14E-09	7.04E-06	0.001516997	0	0.00000002	0.00000728	0.00200656	5.25E-06	7.05E-06	2.57E-06	0.000290811
0	0	0.00000578	0.00194189	2.40E-47	5.45E-15	1.01E-06	0.001393363	7.65E-14	5.69E-09	6.53E-06	0.001417605	0	0.00000002	0.00000674	0.00188623	5.12E-06	6.62E-06	2.38E-06	0.000267335
0	0	0.00000535	0.00182288	1.43E-47	4.06E-15	8.71E-07	0.001303404	7.11E-14	5.28E-09	6.05E-06	0.001324413	0	0.00000002	0.00000623	0.00177193	4.99E-06	6.21E-06	2.20E-06	0.000245693
0	0	0.00000496	0.0017101	8.54E-48	3.02E-15	7.52E-07	0.001217987	6.60E-14	4.89E-09	5.61E-06	0.001235263	0	0.00000001	0.00000577	0.0016635	4.86E-06	5.83E-06	2.04E-06	0.000225832
0	0	0.00000459	0.00160332	5.09E-48	2.24E-15	6.48E-07	0.001137714	6.14E-14	4.53E-09	5.20E-06	0.001151689	0	0.00000001	0.00000534	0.00156073	4.74E-06	5.47E-06	1.89E-06	0.000207557
0	0	0.00000425	0.00150234	3.03E-48	1.66E-15	5.58E-07	0.001061551	5.70E-14	4.20E-09	4.82E-06	0.001072677	0	0.00000001	0.00000495	0.00146343	4.62E-06	5.14E-06	1.75E-06	0.000190803
0	0	0.00000394	0.00140693	1.80E-48	1.22E-15	4.80E-07	0.000989882	5.30E-14	3.90E-09	4.47E-06	0.000998879	0	0.00000001	0.00000459	0.00137141	4.50E-06	4.82E-06	1.62E-06	0.00017552
0	0	0.00000366	0.00131687	1.07E-48	9.04E-16	4.12E-07	0.000921697	4.93E-14	3.61E-09	4.15E-06	0.00092876	0	0.00000001	0.00000425	0.00128444	4.39E-06	4.53E-06	1.50E-06	0.000161439
0	0	0.00000339	0.00123194	6.36E-49	6.64E-16	3.53E-07	0.000858003	4.59E-14	3.35E-09	3.85E-06	0.000833908	0	0.00000001	0.00000394	0.00120235	4.28E-06	4.25E-06	1.39E-06	0.000148448
0	0	0.00000314	0.00115191	3.77E-49	4.89E-16	3.03E-07	0.000797848	4.26E-14	3.11E-09	3.57E-06	0.000773992	0	0.00000001	0.00000365	0.00112492	4.17E-06	3.99E-06	1.29E-06	0.00013654
0	0	0.00000292	0.00107657	2.23E-49	3.59E-16	2.59E-07	0.000741443	3.97E-14	2.88E-09	3.31E-06	0.000718688	0	0.00000001	0.00000338	0.00105196	4.06E-06	3.74E-06	1.19E-06	0.000125542
0	0	0.00000271	0.00100571	1.32E-49	2.63E-16	2.22E-07	0.00068828	3.69E-14	2.67E-09	3.07E-06	0.000667107	0	0.00000001	0.00000314	0.00098326	3.96E-06	3.50E-06	1.11E-06	0.000115422
0	0	0.00000251	0.00093911	7.80E-50	1.92E-16	1.89E-07	0.000638528	3.43E-14	2.48E-09	2.85E-06	0.000619634	0	0.00000001	0.00000291	0.00091863	3.86E-06	3.29E-06	1.02E-06	0.000106114
0	0	0.00000233	0.00087655	4.61E-50	1.41E-16	1.61E-07	0.000591746	3.20E-14	2.30E-09	2.65E-06	0.000575907	0	0.00000001	0.0000027	0.00085788	3.76E-06	3.08E-06	9.49E-07	9.76E-05
0	0	0.00000216	0.00081785	2.72E-50	1.02E-16	1.37E-07	0.000547927	2.98E-14	2.14E-09	2.46E-06	0.000535383	0	0.00000001	0.00000251	0.00080082	3.66E-06	2.89E-06	8.80E-07	8.97E-05
0	0	0.00000201	0.0007628	1.60E-50	7.45E-17	1.17E-07	0.000506859	2.77E-14	1.99E-09	2.29E-06	0.000497624	0	0.00000001	0.00000232	0.00074726	3.57E-06	2.71E-06	8.16E-07	8.26E-05
0	0	0.00000187	0.00071121	9.41E-51	5.42E-17	9.93E-08	0.000468541	2.58E-14	1.85E-09	2.12E-06	0.000462472	0	0.00000001	0.00000216	0.00069703	3.48E-06	2.54E-06	7.58E-07	7.61E-05
0	0	0.00000173	0.00066289	5.53E-51	3.93E-17	8.43E-08	0.000432649	2.41E-14	1.72E-09	1.97E-06	0.000429647	0	0.00000001	0.000002	0.00064994	3.40E-06	2.39E-06	7.03E-07	7.01E-05
0	0	0.00000161	0.00061767	3.25E-51	2.84E-17	7.14E-08	0.000399335	2.24E-14	1.59E-09	1.83E-06	0.000399357	0	0.00000001	0.00000186	0.00060584	3.31E-06	2.24E-06	6.53E-07	6.45E-05
0	0	0.0000015	0.00057537	1.90E-51	2.06E-17	6.05E-08	0.000368191	2.09E-14	1.48E-09	1.70E-06	0.000371362	0	0	0.00000173	0.00056456	3.23E-06	2.10E-06	6.07E-07	5.95E-05
0	0	0.00000139	0.00053582	1.11E-51	1.48E-17	5.11E-08	0.000339162	1.95E-14	1.38E-09	1.58E-06	0.000345242	0	0	0.00000161	0.00052594	3.15E-06	1.97E-06	5.63E-07	5.48E-05
0	0	0.00000129	0.00049887	6.52E-52	1.07E-17	4.32E-08	0.000312135	1.81E-14	1.28E-09	1.47E-06	0.000320808	0	0	0.00000149	0.00048982	3.07E-06	1.85E-06	5.23E-07	5.05E-05
0	0	0.0000012	0.00046436	3.81E-52	7.68E-18	3.64E-08	0.000287059	1.69E-14	1.19E-09	1.37E-06	0.000298191	0	0	0.00000139	0.00045608	3.00E-06	1.74E-06	4.86E-07	4.65E-05
0	0	0.00000112	0.00043214	2.23E-52	5.51E-18	3.07E-08	0.000263771	1.57E-14	1.10E-09	1.27E-06	0.00027706	0	0	0.00000129	0.00042455	2.92E-06	1.63E-06	4.51E-07	4.28E-05
0	0	0.00000104	0.00040208	1.30E-52	3.95E-18	2.58E-08	0.000242216	1.46E-14	1.02E-09	1.18E-06	0.000257372	0	0	0.0000012	0.00039513	2.85E-06	1.53E-06	4.20E-07	3.95E-05
0	0	0.00000096	0.00036964	7.57E-53	2.83E-18	2.17E-08	0.000222148	1.36E-14	9.52E-10	1.10E-06	0.000239199	0	0	0.00000111	0.00036766	2.78E-06	1.44E-06	3.90E-07	3.64E-05
0	0	0.00000089	0.00034367	4.41E-53	2.02E-18	1.82E-08	0.000203607	1.27E-14	8.85E-10	1.02E-06	0.000222467	0	0	0.00000104	0.00034205	2.72E-06	1.35E-06	3.63E-07	3.36E-05
0	0	0.00000083	0.00031948	2.56E-53	1.44E-18	1.53E-08	0.000186384	1.18E-14	8.23E-10	9.47E-07	0.000206896	0	0	0.00000096	0.00031817	2.65E-06	1.27E-06	3.37E-07	3.10E-05
0	0	0.00000077	0.00029695	1.49E-53	1.02E-18	1.28E-08	0.000170561	1.10E-14	7.65E-10	8.80E-07	0.000192443	0	0	0.0000009	0.0002959	2.58E-06	1.19E-06	3.14E-07	2.86E-05
0	0	0.00000072	0.00027597	8.64E-54	7.27E-19	1.07E-08	0.000155889	1.03E-14	7.11E-10	8.19E-07	0.000178965	0	0	0.00000084	0.00027516	2.52E-06	1.11E-06	2.92E-07	2.64E-05
0	0	0.00000067	0.00025645	5.01E-54	5.16E-19	8.93E-09	0.000142373	9.58E-15	6.61E-10	7.61E-07	0.000166354	0	0	0.00000078	0.00025585	2.46E-06	1.05E-06	2.71E-07	2.43E-05
0	0	0.00000062	0.00023828	2.90E-54	3.65E-19	7.45E-09	0.000129872	8.94E-15	6.15E-10	7.08E-07	0.000154679	0	0	0.00000072	0.00023786	2.40E-06	9.82E-07	2.52E-07	2.24E-05
