avg.uv.u	avg.uv.s	avg.uv.m	avg.uv.l	BT.u	BT.s	BT.m	BT.l	star.u	star.s	star.m	star.l	avg.v.v	avg.v.s	avg.v.m	avg.v.l	pfowl.v	pfowl.s	pfowl.m	pfowl.l
0.00000025	0.00795479	0.00000119	0	5.51E-14	0.006647922	0	0	3.06E-07	0.006275929	0	0	0.00025645	0.01695439	0.00000009	0	0.002475066	0.014398753	0	0
0.00000022	0.00763098	0.00000225	0	3.19E-14	0.006410986	0	0	2.77E-07	0.006079821	0	0	0.00023084	0.01653784	0.00000023	0	0.002377581	0.014162731	0	0
0.0000002	0.00731022	0.00000409	0	1.84E-14	0.006175162	0	0	2.51E-07	0.005881407	0	0	0.00020771	0.01610716	0.00000056	0	0.00228385	0.013929474	0	0
0.00000018	0.00699314	0.00000719	0	1.05E-14	0.005943056	0	0	2.27E-07	0.005684586	0	0	0.00018684	0.01566426	0.00000124	0	0.002193731	0.013679034	0	0
0.00000016	0.00668029	0.00001222	0	6.02E-15	0.005713587	0	0	2.06E-07	0.005485546	0	0	0.00016801	0.01521104	0.0000026	0	0.002107069	0.013426358	0	0
0.00000015	0.00637225	0.0000201	0	3.43E-15	0.005486929	0	0	1.87E-07	0.005287955	0	0	0.00015104	0.01474928	0.00000519	0	0.002023751	0.013165331	0	0
0.00000013	0.00606956	0.00003207	0	1.95E-15	0.005263723	0	0	1.69E-07	0.005090817	0	0	0.00013576	0.01428071	0.00000984	0	0.001943602	0.012907478	0	0
0.00000012	0.00577271	0.00004975	0	1.11E-15	0.005043852	0	0	1.53E-07	0.004897264	0	0	0.00012201	0.01380697	0.00001781	0	0.001865756	0.012633029	0	0
0.00000011	0.0054822	0.00007514	0	6.34E-16	0.004826864	0	0	1.39E-07	0.004704247	0	0	0.00010963	0.01332964	0.00003088	0	0.001790772	0.012358269	0	0
0.0000001	0.00519847	0.00011068	0	3.64E-16	0.004615626	6.38E-05	0	1.26E-07	0.004515502	0	0	0.00009851	0.01285022	0.00005146	0	0.001719363	0.012081342	0	0
0.00000009	0.00492195	0.00015923	0	2.12E-16	0.004406753	0.00063837	0	1.14E-07	0.004327205	0	0	0.00008851	0.01237016	0.00008263	0	0.001651186	0.011807563	0	0
0.00000008	0.00465302	0.00022402	0	1.24E-16	0.004203913	0.001217742	0	1.03E-07	0.004145184	0	0	0.00007952	0.0118908	0.00012818	0	0.001584959	0.011522122	0	0
0.00000007	0.00439204	0.00030866	0	7.44E-17	0.00400536	0.001801187	0	9.38E-08	0.00396494	0	0	0.00007144	0.01141345	0.00019259	0	0.001520663	0.011234937	0	0
0.00000006	0.00413931	0.00041697	0	4.55E-17	0.003812577	0.00238794	0	8.51E-08	0.003788537	0	0	0.00006419	0.01093934	0.00028089	0	0.00145916	0.010945444	0	0
0.00000006	0.0038951	0.00055294	0	2.85E-17	0.003624058	0.002976987	0	7.73E-08	0.003615818	0.000571076	0	0.00005768	0.01046963	0.00039852	0	0.001400108	0.01066536	0	0
0.00000005	0.00365966	0.00072054	0	1.82E-17	0.003441792	0.003567179	0	7.02E-08	0.003449049	0.00126106	0	0.00005183	0.0100054	0.00055111	0	0.001343304	0.010377852	0	0
0.00000005	0.00343316	0.00092362	0	1.20E-17	0.003263973	0.004157666	0	6.37E-08	0.003283573	0.001949961	0	0.00004658	0.0095477	0.00074418	0	0.001288936	0.010096626	0	0
0.00000004	0.00321576	0.00116572	0	8.03E-18	0.003092618	0.004747607	0	5.78E-08	0.003123391	0.002636964	0	0.00004187	0.00909747	0.00098289	0	0.001237032	0.009815193	0	0
0.00000004	0.00300754	0.00144995	0	5.49E-18	0.002926492	0.005336136	0	5.25E-08	0.002967269	0.003320799	0	0.00003764	0.00865563	0.00127175	0	0.001187363	0.009537349	0.000609041	0
0.00000004	0.00280858	0.00177882	0	3.81E-18	0.002767018	0.005922442	0	4.77E-08	0.002815707	0.004000906	0	0.00003384	0.00822298	0.00161431	0	0.001139398	0.009261744	0.00167898	0
0.00000003	0.00261889	0.00215416	0	2.67E-18	0.002612159	0.006505314	0	4.34E-08	0.002668533	0.004676812	0	0.00003043	0.0078003	0.00201305	0	0.00109318	0.008987288	0.002745355	0
0.00000003	0.00243843	0.00257697	0	1.89E-18	0.002463527	0.007082382	0	3.94E-08	0.002526955	0.005347925	0	0.00002737	0.00738827	0.00246909	0	0.001048848	0.008713068	0.003806756	0
0.00000003	0.00226714	0.00304741	0	1.35E-18	0.00232006	0.007653317	0	3.58E-08	0.00238909	0.006011017	0	0.00002463	0.00698753	0.00298223	0	0.001006475	0.008447757	0.004862332	0
0.00000002	0.00210491	0.00356473	0	9.66E-19	0.002183411	0.008218306	0	3.26E-08	0.002256054	0.006666189	0	0.00002216	0.00659863	0.00355081	0	0.000965859	0.008185145	0.005910264	0
0.00000002	0.00195159	0.00412726	0	6.93E-19	0.002052127	0.008775917	0	2.96E-08	0.002128696	0.00731472	0	0.00001994	0.00622205	0.00417186	0	0.000926733	0.007926529	0.00694754	0
0.00000002	0.00180701	0.00473247	0	4.98E-19	0.001926218	0.009324572	0	2.69E-08	0.002005669	0.007951051	0	0.00001796	0.00585821	0.00484112	0	0.000889122	0.0076684	0.007972577	0
0.00000002	0.00167095	0.005377	0	3.58E-19	0.001805856	0.009863326	0	2.45E-08	0.001886636	0.008575063	0	0.00001617	0.00550745	0.00555323	0	0.000852914	0.007417236	0.008982758	0
0.00000002	0.00154319	0.00605674	0	2.58E-19	0.0016915	0.010391654	0	2.23E-08	0.001771757	0.00918338	0	0.00001456	0.00517005	0.00630192	0	0.000817966	0.007166382	0.009974681	0
0.00000002	0.00142345	0.00676691	0	1.85E-19	0.00158187	0.010906862	0	2.03E-08	0.001661797	0.009778398	0	0.00001312	0.00484622	0.00708018	0	0.00078454	0.006923239	0.010949862	0
0.00000001	0.00131145	0.00750222	0	1.33E-19	0.001477516	0.011292895	0	1.84E-08	0.001557276	0.010360258	0	0.00001183	0.00453608	0.00788054	0	0.000752694	0.006688003	0.011877589	0
0.00000001	0.0012069	0.00825694	0	9.54E-20	0.001378373	0.011806958	0	1.68E-08	0.00145754	0.010928571	0	0.00001066	0.00423971	0.0086952	0	0.00072232	0.006458377	0.012850164	0
0.00000001	0.00110948	0.00902506	0	6.84E-20	0.001284625	0.01216103	0	1.53E-08	0.00136263	0.011400065	0	0.00000961	0.00395711	0.00951631	0	0.000693311	0.006235064	0.013720882	0
0.00000001	0.00101887	0.00980039	0	4.90E-20	0.001195815	0.012694793	0	1.39E-08	0.001272466	0.011913618	0	0.00000867	0.00368822	0.01033611	0	0.000665341	0.006017344	0.014667163	0
0.00000001	0.00093473	0.01057668	0	3.50E-20	0.001111684	0.013056338	0	1.27E-08	0.001186687	0.012262501	0	0.00000782	0.00343292	0.01114711	0	0.000638506	0.005804379	0.015519074	0
0.00000001	0.00085675	0.01134774	0	2.50E-20	0.001031964	0.013585239	0	1.15E-08	0.001105737	0.012810393	0	0.00000706	0.00319103	0.01194222	0	0.000612678	0.005595553	0.016376087	0
0.00000001	0.00078457	0.01210758	0	1.78E-20	0.00095668	0.013926924	0	1.05E-08	0.001028357	0.01316468	0	0.00000637	0.00296232	0.01271488	0	0.000587173	0.005385846	0.017138824	0
0.00000001	0.00071788	0.01285041	0	1.27E-20	0.000886071	0.01443741	0	9.57E-09	0.000955305	0.013722267	0	0.00000576	0.00274652	0.01345911	0	0.000562835	0.00518408	0.017918029	0
0.00000001	0.00065634	0.01357082	0	9.03E-21	0.000819696	0.014760948	0	8.73E-09	0.000886674	0.014091259	0	0.0000052	0.00254331	0.01416957	0	0.000540174	0.004994116	0.018525913	0
0.00000001	0.00059963	0.01426375	0	6.42E-21	0.000757307	0.015220124	0	7.97E-09	0.000822838	0.014657283	0	0.0000047	0.00235233	0.01484163	0	0.000518728	0.004812828	0.019189069	0
0.00000001	0.00054745	0.01492463	0	4.55E-21	0.000698986	0.015526601	0	7.27E-09	0.00076244	0.015013883	0	0.00000425	0.00217318	0.01547136	0	0.000498108	0.004635532	0.019662876	0
0	0.0004995	0.01554935	0	3.23E-21	0.00064433	0.015869463	0	6.64E-09	0.000705305	0.015553029	0	0.00000384	0.00200545	0.0160555	0	0.000478127	0.004463039	0.020158572	0
0	0.00045547	0.01613431	0	2.28E-21	0.000593165	0.016159903	0	6.05E-09	0.000651488	0.015872972	0	0.00000348	0.00184869	0.01659151	0	0.000458954	0.004295575	0.020478606	0
0	0.00041511	0.01667643	0	1.61E-21	0.000545146	0.016426314	0	5.52E-09	0.000600742	0.016353999	0	0.00000314	0.00170245	0.01707745	0	0.00044059	0.0041336	0.02080958	0
0	0.00037813	0.01717318	0	1.14E-21	0.000500573	0.016671711	0	5.04E-09	0.000552939	0.016614806	0	0.00000285	0.00156625	0.01751203	0	0.000423071	0.003978262	0.020988359	0
0	0.00034429	0.01762253	0	8.02E-22	0.00045901	0.01689601	0	4.60E-09	0.000508641	0.016965562	0	0.00000258	0.0014396	0.01789449	0	0.000406263	0.003827054	0.021165813	0
0	0.00031335	0.01802294	0	5.65E-22	0.000420303	0.017097844	0	4.20E-09	0.000467298	0.017227988	0	0.00000233	0.00132203	0.01822462	0	0.000390304	0.00368312	0.021220884	0
0	0.00028508	0.01837338	0	3.97E-22	0.000384434	0.017280094	0	3.83E-09	0.000428706	0.017464172	0	0.00000211	0.00121305	0.01850263	0	0.000375524	0.003549183	0.021296897	0
0	0.00025928	0.01867328	0	2.79E-22	0.000351208	0.017376659	0	3.50E-09	0.000392968	0.017678587	0	0.00000192	0.00111217	0.01872918	0	0.000361363	0.003418617	0.021262247	0
0	0.00023574	0.01892249	0	1.95E-22	0.000320301	0.017495435	0	3.20E-09	0.000359561	0.017857847	0	0.00000174	0.00101893	0.01890526	0	0.00034747	0.003290266	0.021197738	0
0	0.00021428	0.01912126	0	1.37E-22	0.000291766	0.017466089	0	2.92E-09	0.000328391	0.018007662	0	0.00000158	0.00093286	0.0190322	0	0.000334143	0.003166999	0.021046575	0
0	0.00019474	0.01927019	0	9.55E-23	0.000265339	0.017504938	0	2.67E-09	0.000299571	0.018135771	0	0.00000143	0.0008535	0.01911157	0.00000001	0.000321323	0.003047485	0.020877505	0
0	0.00017694	0.01937023	0	6.67E-23	0.000241054	0.017407851	0	2.44E-09	0.000263775	0.018215054	0	0.0000013	0.00078043	0.01914515	0.00000002	0.000309047	0.00293212	0.020635788	0
0	0.00016074	0.01942259	0	4.65E-23	0.000218697	0.017368075	0	2.23E-09	0.000240345	0.018290519	0	0.00000118	0.0007132	0.01913493	0.00000004	0.000297321	0.002821673	0.020383377	0
0	0.00014601	0.01942877	0.00000001	3.24E-23	0.000198254	0.017215117	0	2.04E-09	0.000219089	0.018210553	0	0.00000107	0.00065144	0.01908302	0.00000008	0.000286003	0.002714261	0.020069008	0
0	0.00013261	0.01939046	0.00000002	2.25E-23	0.000179371	0.017107102	0	1.86E-09	0.000199719	0.01820221	0	0.00000097	0.00059473	0.01899162	0.00000017	0.00027509	0.002609995	0.019738724	0
0	0.00012044	0.01930955	0.00000004	1.56E-23	0.000162145	0.016899113	0	1.70E-09	0.000181995	0.018040467	0	0.00000088	0.00054273	0.01886303	0.00000033	0.000264706	0.002511097	0.019367583	0
0	0.00010937	0.01918807	0.00000009	1.09E-23	0.00014635	0.016728895	0	1.55E-09	0.000165743	0.017924078	0	0.0000008	0.00049508	0.01869958	0.00000063	0.000254775	0.002416004	0.018985749	0
0	0.00009932	0.01902818	0.00000019	7.52E-24	0.000131966	0.016475735	0	1.42E-09	0.000151137	0.017700505	0	0.00000073	0.00045145	0.01850362	0.00000117	0.000245261	0.002324319	0.018570215	0
0	0.00009019	0.01883214	0.00000038	5.20E-24	0.000118776	0.016250343	0	1.30E-09	0.000137805	0.017526528	0	0.00000066	0.00041153	0.01827753	0.00000209	0.000236169	0.002236828	0.01814789	0
0	0.0000819	0.01860226	0.00000072	3.60E-24	0.000106827	0.015959153	0	1.19E-09	0.000125673	0.017250923	0	0.0000006	0.00037504	0.01802363	0.0000036	0.000227313	0.002151116	0.017686793	0
0	0.00007438	0.01834092	0.00000133	2.48E-24	9.59E-05	0.015690571	0	1.09E-09	0.000114617	0.017012312	0	0.00000055	0.00034169	0.01774424	0.00000603	0.000218693	0.002067193	0.017207089	0
0	0.00006755	0.0180505	0.00000237	1.71E-24	8.60E-05	0.01536209	0	9.96E-10	0.000104586	0.016687204	0	0.0000005	0.00031124	0.01744162	0.00000981	0.000210529	0.001987907	0.016717473	0
0	0.00006135	0.0177334	0.00000409	1.18E-24	7.70E-05	0.015059415	0	9.11E-10	9.54E-05	0.016388206	0	0.00000046	0.00028345	0.01711798	0.00001552	0.000202742	0.001911674	0.016225782	0
0	0.00005573	0.017392	0.00000684	8.09E-25	6.88E-05	0.014708394	0	8.33E-10	8.70E-05	0.016024091	0	0.00000042	0.0002581	0.01677546	0.00002394	0.000195249	0.001838036	0.015720714	0
0	0.00005062	0.01702865	0.0000111	5.55E-25	6.14E-05	0.014373848	0	7.63E-10	7.94E-05	0.01569176	0	0.00000038	0.00023498	0.01641613	0.00003601	0.000188086	0.00176759	0.015211094	0
0	0.00004599	0.01664567	0.00001755	3.81E-25	5.48E-05	0.014007967	0	6.99E-10	7.25E-05	0.015300416	0	0.00000035	0.00021392	0.016042	0.00005295	0.000181232	0.001700344	0.014693775	0
0	0.00004179	0.01624532	0.00002703	2.60E-25	4.88E-05	0.013656775	0	6.40E-10	6.63E-05	0.014941028	0	0.00000032	0.00019472	0.01565496	0.00007617	0.000174627	0.001635048	0.014174299	0
0	0.00003797	0.01582979	0.00004062	1.78E-25	4.34E-05	0.013279429	0	5.87E-10	6.06E-05	0.014537326	0	0.00000029	0.00017724	0.01525686	0.00010734	0.000168284	0.001572295	0.013650969	0
0	0.00003451	0.01540123	0.00005965	1.22E-25	3.85E-05	0.012916342	0	5.38E-10	5.53E-05	0.01414954	0	0.00000026	0.00016132	0.01484944	0.00014834	0.000162194	0.001512128	0.013128876	0
0	0.00003137	0.01496169	0.0000857	8.30E-26	3.41E-05	0.012531431	0	4.93E-10	5.05E-05	0.013729144	0	0.00000024	0.00014682	0.01443436	0.00020127	0.000156278	0.001453647	0.01260256	0
0	0.00002853	0.01451315	0.00012061	5.65E-26	3.02E-05	0.012157348	0	4.52E-10	4.62E-05	0.013326808	0	0.00000022	0.00013363	0.0140132	0.00026838	0.000150631	0.001397659	0.012083338	0
0	0.00002594	0.01405751	0.00016648	3.84E-26	2.67E-05	0.011769029	0	4.14E-10	4.22E-05	0.01289897	0	0.0000002	0.00012163	0.01358743	0.00035204	0.000145266	0.001344528	0.011571977	0
0	0.00002359	0.01359658	0.00022559	2.61E-26	2.36E-05	0.011397052	0	3.80E-10	3.86E-05	0.012486165	0	0.00000018	0.00011071	0.01315848	0.00045467	0.000140079	0.001292782	0.011062837	0
0	0.00002146	0.01313209	0.00030042	1.77E-26	2.08E-05	0.01101188	0	3.48E-10	3.53E-05	0.012055493	0	0.00000017	0.00010078	0.01272765	0.00057866	0.000135061	0.001242726	0.010556498	0
0	0.00001953	0.01266566	0.00039355	1.20E-26	1.83E-05	0.010639667	0	3.20E-10	3.22E-05	0.011638289	0.000432326	0.00000015	0.00009174	0.01229621	0.00072633	0.000130201	0.00119468	0.010055408	0
0	0.00001777	0.01219884	0.00050761	8.12E-27	1.61E-05	0.010261601	0.000536214	2.93E-10	2.95E-05	0.011208172	0.001046316	0.00000014	0.00008352	0.01186531	0.00089982	0.00012552	0.001148585	0.009565175	0.000482748
0	0.00001618	0.01173309	0.00064517	5.49E-27	1.41E-05	0.009892595	0.001193493	2.69E-10	2.70E-05	0.010797002	0.001658861	0.00000013	0.00007605	0.01143605	0.00110103	0.000121032	0.001104134	0.009084754	0.001343951
0	0.00001473	0.01126976	0.00080871	3.71E-27	1.24E-05	0.00952081	0.001848651	2.46E-10	2.46E-05	0.010371863	0.002268291	0.00000012	0.00006925	0.01100944	0.00133154	0.000116713	0.001061474	0.008616001	0.002204381
0	0.00001341	0.01081013	0.00100049	2.50E-27	1.08E-05	0.009158742	0.002500456	2.26E-10	2.25E-05	0.009967484	0.002875643	0.00000011	0.00006307	0.01058644	0.00159258	0.000112546	0.001020055	0.0081572	0.003062666
0	0.00001222	0.01035538	0.00122249	1.68E-27	9.47E-06	0.008796382	0.003148061	2.07E-10	2.06E-05	0.009558111	0.003478558	0.0000001	0.00005745	0.01016792	0.00188493	0.00010853	0.000980369	0.007711315	0.003917607
0	0.00001113	0.00990661	0.00147632	1.13E-27	8.26E-06	0.008444564	0.003790736	1.90E-10	1.88E-05	0.009159095	0.004076158	0.00000009	0.00005233	0.0097547	0.00220896	0.000104686	0.000942086	0.007279854	0.004769096
0	0.00001014	0.00946483	0.00176318	7.59E-28	7.20E-06	0.008095648	0.004427397	1.75E-10	1.72E-05	0.008759688	0.004667019	0.00000008	0.00004768	0.00934753	0.00256453	0.000101012	0.000905578	0.006865333	0.005616845
0	0.00000925	0.00903095	0.00208379	5.09E-28	6.26E-06	0.007758593	0.005057494	1.60E-10	1.58E-05	0.008376278	0.005252575	0.00000008	0.00004345	0.0089471	0.00295103	9.75E-05	0.000870297	0.006463869	0.006457946
0	0.00000843	0.00860581	0.00243834	3.41E-28	5.44E-06	0.007423182	0.005680024	1.47E-10	1.44E-05	0.007994763	0.005830068	0.00000007	0.0000396	0.00855405	0.00336737	9.40E-05	0.000836251	0.006075635	0.007289494
0	0.00000769	0.00819018	0.00282652	2.28E-28	4.72E-06	0.007098969	0.006293769	1.35E-10	1.32E-05	0.007627337	0.006400586	0.00000006	0.0000361	0.00816894	0.00381201	9.07E-05	0.00080365	0.005704205	0.008114134
0	0.00000701	0.00778471	0.00324747	1.52E-28	4.09E-06	0.006780661	0.006898937	1.24E-10	1.21E-05	0.007269252	0.006965665	0.00000006	0.00003292	0.0077923	0.00428298	8.76E-05	0.000772694	0.005350894	0.008932855
0	0.0000064	0.00739	0.00369979	1.02E-28	3.54E-06	0.006472476	0.007495048	1.14E-10	1.11E-05	0.006924983	0.007522445	0.00000005	0.00003002	0.0074246	0.00477792	8.46E-05	0.000742754	0.005011289	0.009660967
0	0.00000584	0.00700657	0.00418162	6.77E-29	3.06E-06	0.006171767	0.008081132	1.05E-10	1.01E-05	0.006584016	0.008068551	0.00000005	0.00002738	0.00706625	0.00529413	8.17E-05	0.000713944	0.004689306	0.010279386
0	0.00000533	0.00663485	0.0046906	4.51E-29	2.64E-06	0.005881717	0.008656617	9.62E-11	9.29E-06	0.006259006	0.008607821	0.00000004	0.00002498	0.0067176	0.00582864	7.89E-05	0.000686317	0.004382149	0.011021189
0	0.00000487	0.00627521	0.00522398	3.00E-29	2.27E-06	0.005598461	0.009220291	8.84E-11	8.52E-06	0.005940569	0.00897732	0.00000004	0.00002279	0.00637898	0.00637823	7.63E-05	0.000659831	0.004092048	0.01169183
0	0.00000445	0.00592793	0.00577864	1.99E-29	1.96E-06	0.005325343	0.009771735	8.13E-11	7.81E-06	0.005635774	0.009498385	0.00000004	0.0000208	0.00605065	0.00693953	7.37E-05	0.000634398	0.003816154	0.012478456
0	0.00000406	0.00559324	0.00635117	1.32E-29	1.68E-06	0.005061063	0.010261896	7.48E-11	7.16E-06	0.00533833	0.009863291	0.00000003	0.00001899	0.00573283	0.00750905	7.13E-05	0.000609891	0.003554939	0.013177439
0	0.00000371	0.00527129	0.00693794	8.75E-30	1.44E-06	0.004806922	0.010831105	6.88E-11	6.57E-06	0.005053843	0.010419466	0.00000003	0.00001734	0.00542569	0.00808324	6.89E-05	0.000586233	0.003306816	0.013982178
0	0.0000034	0.00496218	0.00753515	5.79E-30	1.24E-06	0.004559892	0.011215926	6.33E-11	6.02E-06	0.004777021	0.010797985	0.00000003	0.00001584	0.00512937	0.00865856	6.66E-05	0.00056345	0.00307309	0.014681204
0	0.0000031	0.00466593	0.00813889	3.83E-30	1.06E-06	0.004322911	0.011797485	5.82E-11	5.52E-06	0.00451089	0.011365847	0.00000003	0.00001447	0.00484394	0.00923149	6.44E-05	0.000541644	0.002853795	0.015480888
0	0.00000284	0.00438254	0.00874525	2.53E-30	9.04E-07	0.004093605	0.012183777	5.36E-11	5.07E-06	0.004254551	0.011744157	0.00000002	0.00001322	0.00456947	0.00979864	6.23E-05	0.000520589	0.002648054	0.01616148
0	0.0000026	0.0041119	0.00935031	1.67E-30	7.71E-07	0.003873817	0.01276364	4.93E-11	4.65E-06	0.004008783	0.012308081	0.00000002	0.00001209	0.00430594	0.01035673	6.02E-05	0.000500269	0.002454055	0.016920302
0	0.00000238	0.00385391	0.00995024	1.10E-30	6.56E-07	0.003661664	0.01313388	4.53E-11	4.26E-06	0.003771277	0.01266892	0.00000002	0.00001105	0.00405333	0.01090263	5.83E-05	0.000480722	0.002273015	0.017551205
0	0.00000218	0.00360839	0.01054136	7.21E-31	5.58E-07	0.003458029	0.013652	4.17E-11	3.91E-06	0.003546942	0.013217092	0.00000002	0.0000101	0.00381158	0.01143344	5.64E-05	0.000461903	0.00210279	0.018188736
0	0.00000199	0.00337511	0.01112013	4.74E-31	4.74E-07	0.003261583	0.014021877	3.84E-11	3.59E-06	0.003330704	0.013549329	0.00000002	0.00000924	0.00358057	0.01194645	5.45E-05	0.00044375	0.001944319	0.018737121
0	0.00000183	0.00315385	0.01168324	3.11E-31	4.02E-07	0.003073695	0.01444102	3.53E-11	3.29E-06	0.00312444	0.014053507	0.00000002	0.00000845	0.00336019	0.01243919	5.28E-05	0.000426082	0.001795384	0.019245219
0	0.00000167	0.0029443	0.01222761	2.04E-31	3.40E-07	0.002893593	0.014805097	3.25E-11	3.02E-06	0.002927981	0.01435358	0.00000002	0.00000774	0.00315025	0.01290943	5.10E-05	0.000409057	0.001657103	0.019718564
0	0.00000153	0.00274615	0.01275041	1.33E-31	2.87E-07	0.002720883	0.015146903	2.99E-11	2.77E-06	0.002742235	0.014730314	0.00000001	0.00000708	0.00295058	0.0133552	4.94E-05	0.000392836	0.00152889	0.020164804
0	0.0000014	0.00255907	0.0132491	8.70E-32	2.42E-07	0.002555335	0.015465956	2.76E-11	2.55E-06	0.002564188	0.0150395	0.00000001	0.00000648	0.00276095	0.01377477	4.78E-05	0.000377197	0.001410038	0.02057316
0	0.00000129	0.0023827	0.01372141	5.68E-32	2.04E-07	0.002398066	0.015765216	2.54E-11	2.34E-06	0.002396497	0.015336595	0.00000001	0.00000594	0.00258112	0.0141667	4.63E-05	0.000362126	0.001299429	0.020942369
0	0.00000118	0.00221666	0.01416538	3.70E-32	1.72E-07	0.002247784	0.016044672	2.34E-11	2.15E-06	0.002237675	0.015616755	0.00000001	0.00000544	0.00241085	0.01452977	4.48E-05	0.000347533	0.001196787	0.021266545
0	0.00000108	0.00206056	0.01457933	2.41E-32	1.44E-07	0.002105093	0.016300435	2.16E-11	1.97E-06	0.002086886	0.015876501	0.00000001	0.00000498	0.00224984	0.014863	4.34E-05	0.00033342	0.001101248	0.021544819
0	0.00000099	0.00191401	0.01496187	1.57E-32	1.21E-07	0.001969258	0.016533365	1.99E-11	1.81E-06	0.001943616	0.016113957	0.00000001	0.00000457	0.0020978	0.01516568	4.20E-05	0.000319798	0.001013055	0.021687829
0	0.00000091	0.00177659	0.01531191	1.02E-32	1.01E-07	0.001840309	0.016745497	1.83E-11	1.67E-06	0.001809092	0.016336672	0.00000001	0.00000419	0.00195444	0.01543729	4.07E-05	0.000306664	0.00093138	0.021801022
0	0.00000084	0.00164789	0.01562862	6.60E-33	8.45E-08	0.001717901	0.01684524	1.69E-11	1.53E-06	0.001680781	0.016486451	0.00000001	0.00000384	0.00181943	0.01567754	3.94E-05	0.000293935	0.000855826	0.021775675
0	0.00000077	0.00152752	0.01591142	4.28E-33	7.05E-08	0.001602343	0.017016158	1.56E-11	1.41E-06	0.001560446	0.016680822	0.00000001	0.00000352	0.00169246	0.01588634	3.81E-05	0.000281654	0.000785982	0.021750524
0	0.00000071	0.00141505	0.01616	2.77E-33	5.87E-08	0.001492976	0.016998987	1.44E-11	1.30E-06	0.001447854	0.016699088	0.00000001	0.00000323	0.00157319	0.01606378	3.69E-05	0.000269948	0.000721956	0.021612918
0	0.00000065	0.00131008	0.01637427	1.79E-33	4.89E-08	0.001389573	0.017090598	1.32E-11	1.19E-06	0.001341224	0.016817098	0.00000001	0.00000297	0.0014613	0.01621011	3.57E-05	0.000258577	0.000662607	0.021465001
0	0.0000006	0.00121222	0.01655434	1.15E-33	4.06E-08	0.001292051	0.017014459	1.22E-11	1.10E-06	0.001240904	0.016769222	0.00000001	0.00000272	0.00135645	0.01632576	3.46E-05	0.000247514	0.000607879	0.021200816
0	0.00000055	0.00112108	0.01670055	7.43E-34	3.37E-08	0.001200314	0.017039048	1.13E-11	1.01E-06	0.001147316	0.016821963	0.00000001	0.0000025	0.00125831	0.01641128	3.35E-05	0.000236881	0.000557505	0.020934999
0	0.0000005	0.00103627	0.01681338	4.79E-34	2.79E-08	0.001113795	0.016907267	1.04E-11	9.26E-07	0.001058762	0.016707963	0	0.0000023	0.00116656	0.01646734	3.25E-05	0.000226665	0.000511348	0.020571585
0	0.00000046	0.00095743	0.0168935	3.08E-34	2.30E-08	0.001032694	0.01686766	9.58E-12	8.51E-07	0.000976293	0.016691889	0	0.00000211	0.00108086	0.01649475	3.14E-05	0.000216858	0.0004689	0.020208797
0	0.00000043	0.00088421	0.01694171	1.98E-34	1.90E-08	0.000956332	0.016690992	8.83E-12	7.83E-07	0.000868939	0.01654187	0	0.00000194	0.00100091	0.01649438	3.05E-05	0.000207423	0.000429929	0.019757389
0	0.00000039	0.00081625	0.01695892	1.27E-34	1.57E-08	0.000884487	0.01658993	8.15E-12	7.20E-07	0.000800383	0.016467563	0	0.00000178	0.00092638	0.0164672	2.95E-05	0.000198364	0.000394157	0.019307214
0	0.00000036	0.00075323	0.01694619	8.12E-35	1.29E-08	0.00081746	0.016365425	7.52E-12	6.63E-07	0.000736974	0.016265134	0	0.00000164	0.00085698	0.01641426	2.86E-05	0.000189632	0.000361349	0.018784339
0	0.00000033	0.00069483	0.01690463	5.19E-35	1.06E-08	0.000754625	0.016216953	6.94E-12	6.09E-07	0.00067868	0.016134979	0	0.00000151	0.00079241	0.01633666	2.77E-05	0.000181255	0.000331298	0.018265676
0	0.00000031	0.00064076	0.01683545	3.32E-35	8.68E-09	0.000695915	0.015959899	6.40E-12	5.61E-07	0.000625067	0.015897746	0	0.00000138	0.00073239	0.01623553	2.69E-05	0.000173172	0.000303709	0.017688796
0	0.00000028	0.00059072	0.01673991	2.12E-35	7.11E-09	0.000641152	0.015764879	5.91E-12	5.16E-07	0.000575553	0.01572012	0	0.00000127	0.00067663	0.01611206	2.60E-05	0.000165304	0.000278213	0.017103335
0	0.00000026	0.00054444	0.01661934	1.35E-35	5.82E-09	0.000590258	0.015481352	5.45E-12	4.75E-07	0.00053015	0.015451665	0	0.00000117	0.00062488	0.01596746	2.52E-05	0.000157765	0.000254932	0.016477059
0	0.00000024	0.00050166	0.01647507	8.61E-36	4.75E-09	0.000542867	0.015251636	5.03E-12	4.37E-07	0.000488396	0.015236814	0	0.00000108	0.00057689	0.01580295	2.45E-05	0.000150541	0.000233573	0.015855196
0	0.00000022	0.00046214	0.0163085	5.48E-36	3.87E-09	0.000498726	0.014944112	4.65E-12	4.02E-07	0.000450252	0.01495493	0	0.00000099	0.0005324	0.01561977	2.37E-05	0.000143595	0.00021405	0.015205273
0	0.0000002	0.00042565	0.01612101	3.48E-36	3.15E-09	0.000457632	0.014679498	4.30E-12	3.71E-07	0.000415116	0.01471621	0	0.00000092	0.0004912	0.01541915	2.30E-05	0.000136931	0.000196154	0.014567478
