Online Appendix to Endler & Mielke 2005
Values *  100         UV - type eye                               V - type eye
WAVELN     UVS+T     SWS+C     MWS+Y     LWS+R         UVS+T     SWS+C     MWS+Y     LWS+R
 600.0  0.000000  0.000084  0.164789  1.562862      0.000001  0.000384  0.181943  1.567754
 601.0  0.000000  0.000077  0.152752  1.591142      0.000001  0.000352  0.169246  1.588634
 602.0  0.000000  0.000071  0.141505  1.616000      0.000001  0.000323  0.157319  1.606378
 603.0  0.000000  0.000065  0.131008  1.637427      0.000001  0.000297  0.146130  1.621011
 604.0  0.000000  0.000060  0.121222  1.655434      0.000001  0.000272  0.135645  1.632576
 605.0  0.000000  0.000055  0.112108  1.670055      0.000001  0.000250  0.125831  1.641128
 606.0  0.000000  0.000050  0.103627  1.681338      0.000000  0.000230  0.116656  1.646734
 607.0  0.000000  0.000046  0.095743  1.689350      0.000000  0.000211  0.108086  1.649475
 608.0  0.000000  0.000043  0.088421  1.694171      0.000000  0.000194  0.100091  1.649438
 609.0  0.000000  0.000039  0.081625  1.695892      0.000000  0.000178  0.092638  1.646720
 610.0  0.000000  0.000036  0.075323  1.694619      0.000000  0.000164  0.085698  1.641426
 611.0  0.000000  0.000033  0.069483  1.690463      0.000000  0.000151  0.079241  1.633666
 612.0  0.000000  0.000031  0.064076  1.683545      0.000000  0.000138  0.073239  1.623553
 613.0  0.000000  0.000028  0.059072  1.673991      0.000000  0.000127  0.067663  1.611206
 614.0  0.000000  0.000026  0.054444  1.661934      0.000000  0.000117  0.062488  1.596746
 615.0  0.000000  0.000024  0.050166  1.647507      0.000000  0.000108  0.057689  1.580295
 616.0  0.000000  0.000022  0.046214  1.630850      0.000000  0.000099  0.053240  1.561977
 617.0  0.000000  0.000020  0.042565  1.612101      0.000000  0.000092  0.049120  1.541915
 618.0  0.000000  0.000019  0.039197  1.591401      0.000000  0.000084  0.045307  1.520232
 619.0  0.000000  0.000017  0.036090  1.568889      0.000000  0.000078  0.041778  1.497050
 620.0  0.000000  0.000016  0.033225  1.544703      0.000000  0.000072  0.038516  1.472491
 621.0  0.000000  0.000015  0.030583  1.518980      0.000000  0.000066  0.035501  1.446671
 622.0  0.000000  0.000014  0.028149  1.491855      0.000000  0.000061  0.032716  1.419707
 623.0  0.000000  0.000013  0.025907  1.463460      0.000000  0.000056  0.030145  1.391713
 624.0  0.000000  0.000012  0.023842  1.433923      0.000000  0.000052  0.027771  1.362797
 625.0  0.000000  0.000011  0.021940  1.403369      0.000000  0.000048  0.025581  1.333068
 626.0  0.000000  0.000010  0.020190  1.371920      0.000000  0.000044  0.023562  1.302628
 627.0  0.000000  0.000009  0.018579  1.339693      0.000000  0.000041  0.021700  1.271576
 628.0  0.000000  0.000009  0.017096  1.306800      0.000000  0.000038  0.019983  1.240009
 629.0  0.000000  0.000008  0.015732  1.273351      0.000000  0.000035  0.018402  1.208019
 630.0  0.000000  0.000007  0.014477  1.239448      0.000000  0.000032  0.016945  1.175694
 631.0  0.000000  0.000007  0.013323  1.205192      0.000000  0.000030  0.015603  1.143117
 632.0  0.000000  0.000006  0.012261  1.170677      0.000000  0.000027  0.014367  1.110370
 633.0  0.000000  0.000006  0.011284  1.135994      0.000000  0.000025  0.013229  1.077529
 634.0  0.000000  0.000005  0.010386  1.101229      0.000000  0.000023  0.012181  1.044666
 635.0  0.000000  0.000005  0.009561  1.066462      0.000000  0.000022  0.011216  1.011850
 636.0  0.000000  0.000005  0.008801  1.031771      0.000000  0.000020  0.010329  0.979146
 637.0  0.000000  0.000004  0.008103  0.997228      0.000000  0.000019  0.009512  0.946617
 638.0  0.000000  0.000004  0.007461  0.962901      0.000000  0.000017  0.008760  0.914318
 639.0  0.000000  0.000004  0.006870  0.928854      0.000000  0.000016  0.008068  0.882305
 640.0  0.000000  0.000003  0.006327  0.895147      0.000000  0.000015  0.007431  0.850630
 641.0  0.000000  0.000003  0.005828  0.861836      0.000000  0.000014  0.006845  0.819338
 642.0  0.000000  0.000003  0.005369  0.828972      0.000000  0.000013  0.006306  0.788475
 643.0  0.000000  0.000003  0.004946  0.796604      0.000000  0.000012  0.005810  0.758081
 644.0  0.000000  0.000003  0.004558  0.764775      0.000000  0.000011  0.005354  0.728194
 645.0  0.000000  0.000002  0.004200  0.733526      0.000000  0.000010  0.004934  0.698850
 646.0  0.000000  0.000002  0.003872  0.702895      0.000000  0.000009  0.004547  0.670080
 647.0  0.000000  0.000002  0.003569  0.672913      0.000000  0.000009  0.004192  0.641913
 648.0  0.000000  0.000002  0.003291  0.643612      0.000000  0.000008  0.003864  0.614375
 649.0  0.000000  0.000002  0.003035  0.615018      0.000000  0.000007  0.003563  0.587489
 650.0  0.000000  0.000002  0.002799  0.587154      0.000000  0.000007  0.003286  0.561276
 651.0  0.000000  0.000002  0.002582  0.560041      0.000000  0.000006  0.003031  0.535754
 652.0  0.000000  0.000001  0.002382  0.533695      0.000000  0.000006  0.002796  0.510938
 653.0  0.000000  0.000001  0.002198  0.508130      0.000000  0.000006  0.002579  0.486841
 654.0  0.000000  0.000001  0.002029  0.483359      0.000000  0.000005  0.002380  0.463472
 655.0  0.000000  0.000001  0.001873  0.459388      0.000000  0.000005  0.002196  0.440841
 656.0  0.000000  0.000001  0.001730  0.436224      0.000000  0.000004  0.002027  0.418951
 657.0  0.000000  0.000001  0.001597  0.413869      0.000000  0.000004  0.001872  0.397807
 658.0  0.000000  0.000001  0.001475  0.392324      0.000000  0.000004  0.001728  0.377410
 659.0  0.000000  0.000001  0.001363  0.371587      0.000000  0.000004  0.001596  0.357757
 660.0  0.000000  0.000001  0.001259  0.351653      0.000000  0.000003  0.001474  0.338847
 661.0  0.000000  0.000001  0.001164  0.332516      0.000000  0.000003  0.001362  0.320673
 662.0  0.000000  0.000001  0.001076  0.314168      0.000000  0.000003  0.001259  0.303230
 663.0  0.000000  0.000001  0.000995  0.296599      0.000000  0.000003  0.001163  0.286508
 664.0  0.000000  0.000001  0.000920  0.279795      0.000000  0.000003  0.001075  0.270498
 665.0  0.000000  0.000001  0.000851  0.263743      0.000000  0.000002  0.000994  0.255186
 666.0  0.000000  0.000001  0.000787  0.248428      0.000000  0.000002  0.000919  0.240562
 667.0  0.000000  0.000000  0.000728  0.233833      0.000000  0.000002  0.000850  0.226609
 668.0  0.000000  0.000000  0.000674  0.219941      0.000000  0.000002  0.000787  0.213312
 669.0  0.000000  0.000000  0.000624  0.206733      0.000000  0.000002  0.000728  0.200656
 670.0  0.000000  0.000000  0.000578  0.194189      0.000000  0.000002  0.000674  0.188623
 671.0  0.000000  0.000000  0.000535  0.182288      0.000000  0.000002  0.000623  0.177193
 672.0  0.000000  0.000000  0.000496  0.171010      0.000000  0.000001  0.000577  0.166350
 673.0  0.000000  0.000000  0.000459  0.160332      0.000000  0.000001  0.000534  0.156073
 674.0  0.000000  0.000000  0.000425  0.150234      0.000000  0.000001  0.000495  0.146343
 675.0  0.000000  0.000000  0.000394  0.140693      0.000000  0.000001  0.000459  0.137141
 676.0  0.000000  0.000000  0.000366  0.131687      0.000000  0.000001  0.000425  0.128444
 677.0  0.000000  0.000000  0.000339  0.123194      0.000000  0.000001  0.000394  0.120235
 678.0  0.000000  0.000000  0.000314  0.115191      0.000000  0.000001  0.000365  0.112492
 679.0  0.000000  0.000000  0.000292  0.107657      0.000000  0.000001  0.000338  0.105196
 680.0  0.000000  0.000000  0.000271  0.100571      0.000000  0.000001  0.000314  0.098326
 681.0  0.000000  0.000000  0.000251  0.093911      0.000000  0.000001  0.000291  0.091863
 682.0  0.000000  0.000000  0.000233  0.087655      0.000000  0.000001  0.000270  0.085788
 683.0  0.000000  0.000000  0.000216  0.081785      0.000000  0.000001  0.000251  0.080082
 684.0  0.000000  0.000000  0.000201  0.076280      0.000000  0.000001  0.000232  0.074726
 685.0  0.000000  0.000000  0.000187  0.071121      0.000000  0.000001  0.000216  0.069703
 686.0  0.000000  0.000000  0.000173  0.066289      0.000000  0.000001  0.000200  0.064994
 687.0  0.000000  0.000000  0.000161  0.061767      0.000000  0.000001  0.000186  0.060584
 688.0  0.000000  0.000000  0.000150  0.057537      0.000000  0.000000  0.000173  0.056456
 689.0  0.000000  0.000000  0.000139  0.053582      0.000000  0.000000  0.000161  0.052594
 690.0  0.000000  0.000000  0.000129  0.049887      0.000000  0.000000  0.000149  0.048982
 691.0  0.000000  0.000000  0.000120  0.046436      0.000000  0.000000  0.000139  0.045608
 692.0  0.000000  0.000000  0.000112  0.043214      0.000000  0.000000  0.000129  0.042455
 693.0  0.000000  0.000000  0.000104  0.040208      0.000000  0.000000  0.000120  0.039513
 694.0  0.000000  0.000000  0.000096  0.036964      0.000000  0.000000  0.000111  0.036766
 695.0  0.000000  0.000000  0.000089  0.034367      0.000000  0.000000  0.000104  0.034205
 696.0  0.000000  0.000000  0.000083  0.031948      0.000000  0.000000  0.000096  0.031817
 697.0  0.000000  0.000000  0.000077  0.029695      0.000000  0.000000  0.000090  0.029590
 698.0  0.000000  0.000000  0.000072  0.027597      0.000000  0.000000  0.000084  0.027516
 699.0  0.000000  0.000000  0.000067  0.025645      0.000000  0.000000  0.000078  0.025585
 700.0  0.000000  0.000000  0.000062  0.023828      0.000000  0.000000  0.000072  0.023786
